,gene,importance
1601,Brwd3,0.0007826609746408866
943,Arhgap44,0.000782354528795943
4415,Fam71e1,0.0007822341933765389
1927,Ccdc138,0.0007820962992865696
4759,Frat1,0.0007814112858759964
3942,Elk3,0.0007813945793039681
3701,Dusp16,0.0007805768312272929
3710,Dusp3,0.0007803890411252464
2711,Cobl,0.0007793247010521318
3765,Ebi3,0.0007792603761767952
2975,Csf2ra,0.0007789799115424494
433,Adgrl4,0.0007788847076873107
1939,Ccdc157,0.0007784026650633953
2131,Cd68,0.0007782500025468539
2950,Cry1,0.0007782039658437202
5599,Heg1,0.0007774260696236609
3741,Dyrk2,0.000777344484679353
4325,Fam174b,0.0007769382495133556
3826,Efcab8,0.0007767631828403678
983,Arid5b,0.0007767343096878316
1065,Asap2,0.0007765506072368301
2641,Cmtr2,0.000776307079025901
5498,H2afz,0.0007759440609260166
3344,Dennd2a,0.0007758927450460825
3131,Cyp2d22,0.0007755435829568605
991,Arl15,0.0007754470329524709
4090,Eral1,0.000775074803310934
2303,Cenpm,0.0007748953341328738
3978,Emc9,0.0007748820579792753
1826,Carmil3,0.0007748491167979667
305,Acsl5,0.0007747818270882845
3588,Dock1,0.000774631178650131
1424,Bcdin3d,0.0007736876160801161
1272,Avpi1,0.0007731105895791013
5218,Gpd2,0.0007727383992638202
538,Aifm2,0.0007726516799508163
1982,Ccdc57,0.0007723504207895268
1277,Axl,0.0007716729470040895
5281,Gpr75,0.0007715317662135499
5291,Gprin1,0.0007714742622797736
432,Adgrl3,0.000771298472978412
1842,Casp3,0.0007711547483004928
4101,Ercc4,0.0007707092341174576
2409,Chchd10,0.0007706749583604529
4054,Epha10,0.0007699886203766532
954,Arhgef11,0.0007698395744811953
3065,Cuedc1,0.0007696929106404952
3077,Cutc,0.000769001440651077
2859,Cpeb3,0.0007687974438167963
1570,Brca2,0.0007687839660305466
4385,Fam234a,0.0007682757877906688
4292,Fam13b,0.0007682060097740903
4393,Fam35a,0.0007680609622288809
1247,Atrnl1,0.0007675226602658896
2381,Cfap69,0.0007675053598525185
1702,Cacna1d,0.0007665142314917154
3442,Dis3l2,0.0007659975961559356
1643,C1qb,0.000765663612667623
578,Akr1b3,0.0007656256290453107
5587,Heatr5a,0.0007655835557614451
2346,Cep95,0.0007653792111287356
3979,Emcn,0.0007649774727205799
1386,Basp1,0.0007649517690245768
4612,Fgfbp3,0.0007648757566752385
2618,Clu,0.0007646919966091055
4592,Fgd4,0.0007646372007763253
4282,Fam129b,0.0007644179693210312
1853,Cat,0.0007643304502698246
5274,Gpr45,0.000763938220216719
5241,Gpr146,0.000763576150409039
5531,Haus5,0.0007635218082591867
214,Abhd4,0.000762579602626578
887,Arap1,0.0007625515441672132
4568,Fdft1,0.0007623771050295932
4208,Exosc5,0.0007620310917426034
5395,Gstm1,0.0007618028830363042
4262,Fam109a,0.0007614917706594213
3841,Efnb1,0.0007614288672597061
920,Arhgap20,0.0007613981808553156
2155,Cdc25a,0.0007611717754241428
2653,Cnih2,0.000761047291929759
3949,Elmod1,0.0007606642417869892
622,Alg12,0.0007606560990656015
2828,Cox16,0.0007605674565376202
3821,Efcab14,0.0007605087454495437
1053,Arsk,0.0007604601480007043
2179,Cdc7,0.0007603853333705613
3211,Dbi,0.0007598691349628706
1727,Cad,0.0007598061922851388
5600,Helb,0.000759193244370544
1413,Bcar1,0.0007587818944335371
3958,Elovl1,0.0007585173708193641
4097,Erc2,0.0007579937962083406
1990,Ccdc65,0.0007578096069161726
224,Ablim1,0.0007573250718959843
4618,Fgfrl1,0.0007572802434692072
409,Adcy9,0.000757220060258921
2948,Crtc2,0.0007568867457050256
4979,Gcn1l1,0.0007563692145961871
2706,Coa4,0.0007559343491279952
1281,B2m,0.0007557723819914179
1844,Casp6,0.0007547669949697625
659,Alyref2,0.000754471764832903
2420,Chd3os,0.0007540660750396636
2819,Coro2b,0.000754052921195442
5597,Hecw1,0.000753987195710481
178,Abcb9,0.000753676413332663
4294,Fam149a,0.0007529588917055564
5533,Haus7,0.0007529040671427105
183,Abcc4,0.0007527783368118375
2632,Cmpk2,0.0007522127180930613
4029,Entpd1,0.0007518691398531517
1914,Ccdc120,0.000750592858895274
4117,Erich1,0.0007502164356636692
2344,Cep85l,0.0007498272140177473
843,Aph1a,0.0007494664684704956
5145,Gng12,0.0007494537674302129
5312,Gramd3,0.0007489319362926849
2812,Coq8b,0.0007487889412281573
3018,Ctdsp1,0.0007484094840833392
2487,Chst12,0.0007481943987083775
3745,Dzank1,0.0007478022109993182
725,Ankrd13a,0.0007476705324242182
3220,Dbt,0.0007472870231617153
279,Acot11,0.0007470197242984207
746,Ankrd39,0.000746625497672195
2481,Chrnb2,0.0007464924656729649
96,AI480526,0.000746141551747085
777,Ano8,0.0007459675850863865
4556,Fcho1,0.0007452890925540251
1400,Bbs10,0.000744356263185166
2745,Col4a2,0.000744056121821361
3378,Dgka,0.0007440187556849168
4052,Epdr1,0.0007429255185741008
928,Arhgap27,0.0007428873269241299
1401,Bbs12,0.0007428639672036298
3707,Dusp26,0.0007426529463367188
5271,Gpr37l1,0.0007423315369250226
5563,Hdac10,0.0007418989788332433
3706,Dusp23,0.0007418884716990004
3663,Dscam,0.000741227397297209
1960,Ccdc189,0.0007410929667322272
953,Arhgef10l,0.000741002574770881
440,Adipor2,0.0007408728634861684
2156,Cdc25b,0.0007408335488703881
1592,Brk1,0.0007405361712151581
479,Aff3,0.0007400796878429575
3347,Dennd3,0.0007400475854327519
3161,Cyyr1,0.0007398284560168749
3699,Dusp14,0.0007394023150625777
395,Adat2,0.0007393586428254125
1187,Atp2b3,0.0007393363523316129
1678,CAAA01118383.1,0.0007388272330258421
4019,Enox1,0.0007386752165381069
101,AI606181,0.000738627854622234
117,AL732309.1,0.0007383105758970879
4754,Fpgs,0.0007382105519487463
5014,Gfod1,0.0007375786261118754
4712,Fntb,0.0007374805840816667
691,Anapc13,0.0007372503176094129
273,Acly,0.0007369839531910417
2810,Coq7,0.0007366799973478874
225,Ablim2,0.0007366201371454444
2869,Cpne3,0.0007365307749121275
684,Amt,0.0007359641737587003
4854,Gaa,0.0007349827546877633
5192,Gp1bb,0.0007348408143703607
5393,Gstcd,0.0007347767514819105
3150,Cyp7b1,0.000734543747339304
951,Arhgef1,0.0007341713797575338
2324,Cep170,0.0007339622379823358
3061,Ctxn1,0.0007338202530909524
4733,Foxj2,0.0007335210338772242
1060,Arxes2,0.000733196874063381
4525,Fbxo36,0.0007331938787786627
899,Arf5,0.0007329953076286908
3961,Elovl5,0.0007326391205730686
161,Abca2,0.0007322712973759538
907,Arfip1,0.0007321876154983014
1598,Brsk1,0.0007320362887363189
5129,Gnai2,0.0007317772095978708
1962,Ccdc191,0.0007316771141046072
4742,Foxo3,0.0007315668752379495
131,AW146154,0.0007309344277992617
5331,Gria3,0.0007305445264202113
4872,Gabrb1,0.0007303699072045301
4699,Fnbp1,0.0007302876330289622
5079,Gla,0.0007300869025004595
4549,Fcer1g,0.0007299318321342659
3412,Dhx33,0.0007296844361544977
3717,Dut,0.0007294487537003293
499,Agfg2,0.0007292487599718453
4293,Fam13c,0.0007291091088556238
347,Adam11,0.000729088086754518
2323,Cep164,0.0007290506767685535
4703,Fndc10,0.0007288583872288536
4457,Farp1,0.0007285470381897606
3282,Ddit4,0.0007283953001867541
3171,D3Ertd751e,0.0007283629498990205
3742,Dyrk3,0.0007279377589320454
156,Aatk,0.0007277305087044504
490,Agap2,0.0007276843454221723
3148,Cyp4x1os,0.0007276401418884735
2588,Clip2,0.0007275504351846917
3685,Dtx3,0.0007273797079293888
1766,Camkmt,0.0007273490653738777
637,Alkbh4,0.0007270992905900103
4408,Fam57a,0.0007264102048073198
198,Abcg4,0.0007262416653468138
5311,Gramd2,0.000726228937552938
595,Aldh16a1,0.0007261892574097198
4642,Fis1,0.0007261797603127135
157,Abat,0.0007260346080918884
106,AI854703,0.0007253828005323648
779,Anp32b,0.0007253461748062315
2524,Ciz1,0.0007250838567599659
3992,Eml6,0.0007245506724082489
4128,Ern1,0.0007244911610533135
715,Ankfy1,0.000724141752359236
5255,Gpr173,0.0007241377247294695
3804,Eef1a2,0.0007240687973627982
3756,Eaf1,0.0007237812184769841
5344,Grin2a,0.0007233976346605298
1615,Btbd19,0.000723377369772093
489,Agap1,0.0007230714211472957
2464,Chpt1,0.0007225339038063727
5150,Gng5,0.0007215426857888912
4257,Fam103a1,0.0007214421365780417
3768,Ebpl,0.000720669533904176
4894,Gal3st3,0.0007203868825237912
3369,Dexi,0.0007203855370196985
3910,Eif4a2,0.0007199816043720191
1167,Atp11b,0.0007197287738151477
820,Ap3s1,0.000719594634738635
3982,Eme2,0.0007194128205322595
2419,Chd3,0.0007191932112218963
5608,Hepacam,0.0007191749274326881
5050,Gin1,0.0007187969745167449
2401,Chac1,0.0007185948338866993
2221,Cdk16,0.0007184411759141651
3365,Desi1,0.0007183652852153119
3100,Cyb561,0.0007176135546974416
3032,Ctnna2,0.0007174186888473804
1206,Atp5l,0.0007168270241007986
3290,Ddt,0.0007160555184041325
1166,Atp11a,0.0007160319567245039
3003,Cst3,0.000715864831214545
2835,Cox5a,0.0007155548866269274
3057,Cttnbp2,0.0007153518581540856
875,Appl2,0.0007145858369006558
3371,Dffb,0.0007145332754164881
940,Arhgap4,0.0007144650679978042
1919,Ccdc126,0.0007144307122010196
4025,Enpp4,0.0007140035539902614
4285,Fam131b,0.0007135254060520425
750,Ankrd45,0.0007131358087815796
5089,Glg1,0.0007127867630849676
3107,Cyb5r1,0.0007122060955927131
3549,Dnajc24,0.0007121919907274803
1440,Bcl2l2,0.0007119382990540908
4135,Esam,0.0007118671755224132
294,Acp6,0.0007112657916408588
170,Abcb10,0.0007109312049420304
739,Ankrd33b,0.0007103600230321462
4792,Fshr,0.0007102153340791689
3445,Disp2,0.0007099383245867713
1645,C1qc,0.0007096189057479253
5134,Gnas,0.000709475301481712
4005,Endog,0.000709412147175105
4832,Fyb,0.0007090250704790532
3245,Dclk1,0.0007089668401078599
588,Akt2,0.0007089489912689407
3830,Efemp2,0.0007088541797244414
4626,Fhl1,0.0007076108840500721
3940,Elfn2,0.000707493361307279
707,Angptl6,0.0007074356285821284
5570,Hdac7,0.0007073545670057216
1838,Caskin2,0.000706741121716273
4040,Epas1,0.0007066708619497996
364,Adam9,0.000706285515176688
2744,Col4a1,0.0007060858873525967
3551,Dnajc27,0.000705745780675738
5173,Golga7b,0.0007056797948497936
1731,Cadm4,0.0007051864230239
1772,Camta1,0.0007048001955791711
4524,Fbxo34,0.0007042428060311227
4306,Fam161b,0.0007042083694622163
3050,Ctsh,0.0007041430865827388
2634,Cmtm3,0.0007041133784676352
5237,Gpr137b,0.000704084012268784
3145,Cyp4f16,0.0007040661557768952
4422,Fam81a,0.0007039840726582857
3893,Eif2s3x,0.0007039329157972652
671,Amigo1,0.0007035622220127901
819,Ap3m2,0.0007033528443134019
3036,Ctnnbip1,0.0007032230735086255
4527,Fbxo4,0.0007029792349985317
2898,Cradd,0.0007025503461362382
4939,Gas6,0.0007022666671873108
3021,Ctdspl2,0.0007017974206254063
1806,Car15,0.0007016474337955555
2937,Crlf3,0.0007013436034853289
1639,C1d,0.0007012068007247476
832,Apba2,0.0007011994258025861
3962,Elovl6,0.000700898030188121
1086,Asf1a,0.0007007508611083448
1952,Ccdc177,0.0007005934302833346
1635,Bvht,0.0007003453897881745
1579,Brd9,0.000700031246490685
4250,Fah,0.000699388870417286
3166,D17H6S53E,0.0006993809039973009
1365,Bag2,0.000699110499393108
893,Arel1,0.0006990888726518604
3155,Cystm1,0.0006990019284604799
4710,Fnip2,0.0006988191754233933
4755,Fpgt,0.0006985312295138208
4033,Entpd6,0.0006979286127689773
5020,Gfra4,0.0006971056260302001
3387,Dgkq,0.0006970983399517246
411,Adcyap1r1,0.0006967973786457422
4713,Focad,0.0006957408042130558
2685,Cnst,0.0006953977128133448
426,Adgrf5,0.0006949891866865027
1855,Catsper2,0.0006946948653528985
306,Acsl6,0.0006944086993663157
1903,Ccdc103,0.0006943763267771339
4253,Faim,0.0006939479902136536
811,Ap2a2,0.000693393317219407
2622,Clvs2,0.0006927158403223137
2628,Cmc4,0.00069235348624036
1900,Ccar2,0.0006921735643335387
3822,Efcab2,0.0006919943414913704
188,Abcd1,0.0006916891488041362
1240,Atpaf1,0.0006910390997122479
2858,Cpeb2,0.0006902287654744385
205,Abhd14b,0.0006896401428547138
3488,Dmpk,0.0006895605496296521
1048,Arsa,0.0006895210030036443
754,Ankrd52,0.000689379006413921
197,Abcg2,0.0006892302217806239
4849,G2e3,0.0006888857429506765
4680,Flvcr1,0.0006888608943918164
4043,Epb41l2,0.0006886935862416946
3461,Dlg5,0.0006886611571728784
4419,Fam76b,0.0006886113764208613
810,Ap2a1,0.0006884959744550102
4333,Fam185a,0.0006883498991299943
628,Alg6,0.0006883260045932618
2941,Crocc,0.0006882973742783318
3360,Dera,0.0006882301392550779
471,Aen,0.0006881801315504286
420,Adgrb2,0.0006875737113620158
1732,Cadps,0.0006874867945382709
2529,Ckb,0.0006874846144260037
4447,Fancg,0.0006873757102288607
3447,Dixdc1,0.0006871995630249067
1352,BC052040,0.0006871331676139727
1082,Ascc3,0.0006866783586786801
438,Adi1,0.0006862299448620684
2783,Comtd1,0.0006861568433995328
3253,Dcp1b,0.0006860099152007039
2688,Cntfr,0.0006857388243233971
4947,Gatad2a,0.000685555559709955
1847,Casp8ap2,0.0006854214881556592
848,Aplf,0.0006852666866008771
5598,Hecw2,0.0006850314285720704
2234,Cdk5rap2,0.0006847769111916219
445,Ado,0.0006846741767532008
3908,Eif3m,0.0006846549016883508
3684,Dtx2,0.0006844210977560426
1472,Bex1,0.0006843196219154326
4241,Fabp5,0.0006841993914920522
945,Arhgap5,0.0006841085611339997
5499,H3f3a,0.000683920858141061
1454,Bcr,0.0006836306051569974
3818,Efcab10,0.0006831661325634917
2637,Cmtm6,0.0006830425487688496
906,Arfgef3,0.0006830363244222787
5341,Grik5,0.0006829996796520153
5215,Gpcpd1,0.0006827837592871981
1091,Asic1,0.0006826277396031018
3943,Elk4,0.000682132383622025
512,Agpat4,0.0006815002085584885
1301,B3gntl1,0.0006814419937715766
4853,G6pdx,0.0006809782014250048
3388,Dgkz,0.0006809707085664211
993,Arl2,0.0006808769871397652
2097,Cd200,0.0006808575489981507
237,Acaa2,0.0006807445413011174
3158,Cyth3,0.0006802295848600151
2515,Cirbp,0.000680118001632994
2283,Celf3,0.0006800045261392872
3574,Dnm2,0.0006798305790197054
680,Amotl2,0.0006798115322108525
350,Adam17,0.0006794635977650327
3272,Dda1,0.0006791497067382679
3714,Dusp7,0.0006790109301290051
5387,Gsr,0.0006789415698694819
4801,Ftl1-ps1,0.0006787304942056001
3484,Dmd,0.0006786181214011259
4514,Fbxo21,0.0006784342041930421
1181,Atp23,0.0006780928969033536
2947,Crtc1,0.0006780898781570226
75,AC163032.1,0.0006779747473080182
4887,Gadd45b,0.000676847895412913
4648,Fkbp14,0.0006766381178827232
2342,Cep83,0.0006765892353585265
3814,Eef2kmt,0.0006755524712599053
1453,Bcorl1,0.0006750343847624861
2855,Cpd,0.0006745255685691421
868,Apoo,0.0006744391672146492
5397,Gstm4,0.0006742939539500668
1700,Cacna1b,0.0006742284951789797
668,Amer3,0.0006741780093384877
3647,Dram1,0.0006732041237013323
2709,Coa7,0.0006731629547566677
3575,Dnm3,0.000672521793623789
126,AU041133,0.0006724045334974883
4764,Frg1,0.0006723889942514126
3379,Dgkb,0.0006722078322464292
3533,Dnajb5,0.0006720963656840302
1038,Arpin,0.0006719540480070742
4449,Fancl,0.0006719329464712053
1448,Bcl9l,0.000671793208316337
3073,Cul7,0.00067178964363173
2164,Cdc40,0.000671725487968832
3414,Dhx35,0.0006716084486106631
3641,Dpysl2,0.0006714233986256939
2569,Clec16a,0.00067119722759129
196,Abcg1,0.0006709354265887062
5449,Gucy1a2,0.000670913603914129
2815,Coro1a,0.0006708075041377929
304,Acsl4,0.0006707650306574965
1036,Arpc5,0.0006702878027011754
733,Ankrd24,0.0006701222641613229
3672,Dstn,0.0006700399260877743
3241,Dcdc2b,0.0006697315801118181
2825,Cox11,0.0006693138103937419
2949,Crtc3,0.0006693104593484511
5228,Gpn3,0.0006691216895940143
1742,Cald1,0.0006690217830022926
3778,Eci1,0.0006689105638904125
2019,Ccdc93,0.0006687379000289348
4137,Esd,0.0006680831335757425
5096,Glis2,0.0006679600690289914
1786,Capn2,0.0006675094878921916
3116,Cycs,0.0006673065482655796
4015,Eno2,0.0006671294165492013
1322,BC005561,0.0006669804588483229
3892,Eif2s2,0.0006668599454931175
1758,Camk2b,0.0006668480883117113
3935,Elf1,0.000666597314177826
1893,Cbx8,0.0006664908863481111
4840,Fzd3,0.0006663979828368523
4674,Flrt2,0.0006658793620981595
824,Ap4m1,0.0006655482136873358
5509,Hace1,0.0006650611394385401
2612,Clstn1,0.0006650167580048315
969,Arhgef4,0.0006647891961168097
3055,Ctsz,0.0006646764262370289
4246,Fads3,0.0006645069926456776
3027,Ctif,0.0006644557031745139
3085,Cwf19l1,0.0006642843338413936
1906,Ccdc107,0.0006640112387853223
1493,Bicra,0.0006639012330347169
4439,Fam98c,0.0006638456559429959
3246,Dclk2,0.0006634619118623141
3552,Dnajc28,0.0006629190499235701
2705,Coa3,0.0006627455399738794
1254,Atxn3,0.0006625954926505817
3404,Dhrs7,0.0006625141167738524
1866,Cavin3,0.0006621096357355028
4365,Fam214a,0.0006620012623685371
1743,Calhm2,0.0006617141393617637
5206,Gpatch4,0.0006617091378841803
2069,Ccnyl1,0.0006616000340728429
1597,Brpf3,0.0006615624454448773
3542,Dnajc15,0.0006615579517414217
4931,Garem2,0.0006613904195268198
610,Aldh5a1,0.0006606934810725966
2821,Coro7,0.0006606616739065885
1767,Camkv,0.0006596103860538436
3020,Ctdspl,0.0006594932071132477
2704,Cntrob,0.0006594776834754805
290,Acox3,0.000659287029172236
3124,Cyp20a1,0.0006588216275723036
301,Acsf3,0.0006586976198118758
1620,Btbd9,0.0006585589253807484
1183,Atp2a2,0.0006584994350735534
5422,Gtf2h3,0.0006584948641753573
3340,Dek,0.000658182957120748
2921,Crem,0.0006581443042348635
4557,Fcho2,0.0006580336253838605
3327,Deaf1,0.0006577440198248814
1107,Aspscr1,0.0006576569375153148
4036,Eogt,0.000657569074024294
2514,Cir1,0.0006575352093031036
1596,Brpf1,0.0006572035969798196
2856,Cpe,0.0006571791993035302
2490,Chst2,0.0006570054494519409
3000,Csrnp3,0.0006569895134887382
635,Alkbh2,0.000656965460507775
3430,Diexf,0.0006569170843164669
5463,Gyg,0.000656724263559603
5366,Grn,0.0006567185797657991
4366,Fam214b,0.0006561047249541033
4555,Fcgrt,0.0006558297708897896
2041,Ccm2,0.0006555952472026517
1042,Arrb1,0.0006553971353565951
526,Ahdc1,0.0006549716865142396
2532,Ckmt1,0.0006547034180627754
2294,Cenpb,0.0006545101538429001
2373,Cfap46,0.0006542766523864676
1315,B9d2,0.0006539310235650345
4081,Eps15,0.0006537170399265675
2661,Cnn3,0.0006534587329358544
1022,Armcx4,0.0006534357430486521
2989,Csnk1g1,0.0006533669612330558
5112,Gls,0.0006532825308648398
286,Acot7,0.0006528074902561424
5345,Grin2b,0.0006525589219480708
4437,Fam98a,0.0006522745457787946
2614,Clstn3,0.0006522502159428659
1131,Atf6,0.0006522442885476321
285,Acot6,0.0006519331682258702
4205,Exosc2,0.0006516898447169492
1388,Batf2,0.0006516747458713663
5074,Gk,0.0006516014873792489
1364,Bag1,0.0006512139753082086
4259,Fam105a,0.0006509892411171277
3328,Decr1,0.0006509701681458478
207,Abhd16a,0.0006507212238259973
2943,Crot,0.000650718195160182
1317,BC002059,0.0006506372642343602
1341,BC037034,0.000650461027610121
2004,Ccdc84,0.0006503233125458063
3693,Dus4l,0.0006495808093717943
3661,Drp2,0.0006494148461535255
4660,Fkbpl,0.0006492950896617505
3703,Dusp19,0.0006492562945862293
927,Arhgap26,0.000648983537821117
209,Abhd17b,0.0006489646627150074
1958,Ccdc186,0.0006489494175320808
4586,Fez2,0.0006485649134606009
5306,Gpx7,0.0006484697273099658
2998,Csrnp1,0.0006482621213259347
4395,Fam3c,0.0006476170556024821
1044,Arrdc1,0.0006475697752810816
2918,Creg2,0.0006474370174281438
1621,Btd,0.0006474052180752326
1516,Blvra,0.0006472042493870587
4566,Fcrla,0.0006470982094743433
4542,Fbxw17,0.0006470463522233395
1405,Bbs7,0.0006470348338552676
312,Acta1,0.0006468686397086314
4539,Fbxo9,0.0006467691130059713
2233,Cdk5rap1,0.0006467552907903527
568,Akap7,0.0006467050910000782
1108,Asrgl1,0.0006463738148963438
509,Agpat1,0.0006463519546992945
1517,Blvrb,0.0006462689385522979
4276,Fam122a,0.000645922659953155
1972,Ccdc34,0.0006458295742808409
5568,Hdac5,0.0006458120711628713
55,AC154200.1,0.0006457756585865702
281,Acot2,0.0006457088552170444
4673,Flrt1,0.0006452855467653429
5107,Glrb,0.0006451839789918049
2422,Chd5,0.0006450792171953214
4577,Fem1c,0.0006449745805493024
1792,Capns1,0.000644958157695494
1994,Ccdc71l,0.0006449009400878488
1351,BC051226,0.0006448844493471165
317,Actl6a,0.0006436686341097647
403,Adcy3,0.000643472524086813
1411,Bcap29,0.0006433893159596954
4370,Fam217b,0.0006429716294249528
844,Aph1b,0.0006423823777344068
1057,Arvcf,0.0006419469408662145
1259,Atxn7l3,0.0006419121261086451
639,Alkbh6,0.000641780578478731
515,Agrn,0.0006416103392181841
3855,Egln1,0.0006413550438653514
1730,Cadm3,0.0006412569731739396
3040,Ctns,0.0006411025765322393
2145,Cd99l2,0.0006410850019265518
3035,Ctnnb1,0.0006408538681920415
1753,Caly,0.0006406844399415633
1837,Caskin1,0.0006405975945035458
5076,Gkap1,0.0006404868675413551
5328,Grhpr,0.0006403274858822785
2332,Cep41,0.0006402974018630317
2240,Cdkal1,0.0006399930138403604
2290,Celsr3,0.0006399296089903623
4813,Fuom,0.0006398004348727945
4270,Fam118a,0.0006395822750356335
5160,Gnpda1,0.0006392521681763406
3188,Dag1,0.0006392451295503907
5256,Gpr176,0.0006391016976743014
640,Alkbh7,0.0006384513788960805
1619,Btbd7,0.0006381008654369417
1447,Bcl9,0.0006380702996942529
2032,Ccl25,0.0006379599878144969
2917,Creg1,0.0006378532463699909
3757,Eaf2,0.0006376122635301112
1070,Asb13,0.0006373030999583754
1945,Ccdc166,0.0006371978443622229
3709,Dusp28,0.0006371513367607865
4823,Fxn,0.000637107066116238
1039,Arpp19,0.0006370236926572569
4862,Gabbr2,0.0006368281796412491
4682,Flywch1,0.0006368211607694233
1571,Brcc3,0.0006367432326741471
4216,Extl2,0.0006365299532851629
4634,Ficd,0.0006363304147482104
1026,Armt1,0.000634644206376869
140,Aacs,0.000634620728880351
3810,Eef1e1,0.000634610905015876
346,Adam10,0.0006345418815840656
2626,Cmc1,0.000634302187055457
501,Agk,0.0006342802699262239
1324,BC017158,0.0006341486018830896
3260,Dctn3,0.0006338334171578041
970,Arhgef40,0.0006334096498227859
4625,Fhit,0.0006333470878447801
136,AW554918,0.0006333330224812131
406,Adcy6,0.0006332809475549057
4421,Fam78b,0.0006327347870775078
3436,Dip2c,0.0006325030492909731
2055,Ccnf,0.0006324424685104856
3874,Eid2b,0.0006323141380879038
3791,Edem1,0.0006322338329624987
1595,Brox,0.0006321972454791917
523,Ahcy,0.0006320498078848079
2435,Chic1,0.0006319678356399526
5235,Gpr135,0.0006315897505357704
4237,Faap20,0.0006314244536661424
2417,Chd1l,0.0006313610749236363
4643,Fitm2,0.000631114543527933
4581,Fermt2,0.0006309406852145721
4492,Fbxl15,0.0006307662382441628
139,Aaas,0.0006303164218174695
3951,Elmod3,0.0006302053703531244
2402,Chac2,0.0006302001837855314
5025,Ggct,0.000629955841523507
1941,Ccdc159,0.0006295980789069966
1171,Atp13a2,0.0006294912389351553
3530,Dnajb2,0.0006292533214546801
5026,Ggcx,0.0006291949360818792
3352,Dennd5b,0.0006291645894860055
3086,Cwf19l2,0.0006290436163083216
1064,Asap1,0.0006290026487713819
1372,Baiap2,0.0006288498345673853
5592,Heca,0.0006288175809764217
4684,Fmc1,0.000628413623531405
4812,Fundc2,0.0006284025359195262
4363,Fam213a,0.000628388733347255
3140,Cyp46a1,0.0006283176624036994
3053,Ctso,0.0006277164352976118
2072,Ccpg1os,0.0006270718887666839
3975,Emc6,0.0006269842429410407
3157,Cyth2,0.0006264929299069778
1110,Aste1,0.0006263757999814689
4297,Fam151b,0.0006259932251922163
1848,Casp9,0.000625858012843082
1122,Atat1,0.0006257373841615998
5581,Hdhd5,0.0006256344452049052
1886,Cbx1,0.0006256318383230186
4700,Fnbp1l,0.0006253758723125129
2735,Col20a1,0.000625024245461908
3759,Ears2,0.0006250227238684743
5429,Gtf3c1,0.0006248614982519338
3250,Dclre1c,0.0006247690682294551
5022,Gga2,0.0006246958268940238
2621,Clvs1,0.0006246501138829194
4790,Fsd1,0.0006244394223051991
1232,Atp8a1,0.0006243255051808059
3425,Diaph1,0.0006241572882906251
1514,Bloc1s5,0.0006240172053302526
4134,Errfi1,0.0006239974653890574
1898,Cc2d2a,0.0006236632449403593
1568,Brat1,0.0006233419279660845
4273,Fam120aos,0.0006232738366419446
441,Adk,0.0006232037311843906
1280,Azin2,0.0006230482411769545
4579,Fer,0.0006229609203671476
996,Arl4a,0.000622950060315848
4362,Fam212b,0.0006228527416846369
2684,Cnrip1,0.0006228458719939692
3464,Dlgap3,0.0006227355681239042
1323,BC005624,0.000622536932028402
2292,Cend1,0.0006225231961702936
2664,Cnnm3,0.0006224370620797643
4570,Fdx1,0.0006221086654441357
4351,Fam204a,0.0006219558158785085
837,Apc,0.0006218094151374987
1118,Atad2b,0.000621754810277852
3872,Eid1,0.0006215194693265061
752,Ankrd49,0.0006214717040926624
3974,Emc4,0.0006213874457912105
2965,Cryz,0.0006211958625301839
245,Acadl,0.0006211407390356022
1661,C2cd2,0.0006210851062715631
1402,Bbs2,0.0006210608227083284
1034,Arpc3,0.0006207903883726897
1905,Ccdc106,0.000620680594576391
2335,Cep57l1,0.0006204453908485629
394,Adat1,0.0006204376827482719
1376,Bak1,0.0006203779532187059
179,Abcc1,0.0006202732423058021
3884,Eif2ak4,0.0006199660747733259
413,Add2,0.0006188571304683943
3572,Dnm1,0.00061871339361991
92,AI413582,0.000618283514782756
2319,Cep131,0.0006181861980103724
4287,Fam133b,0.0006179055697627552
5130,Gnai3,0.0006178758900806233
571,Akap9,0.0006169639698334941
3619,Dph3,0.0006167880123437274
1258,Atxn7l2,0.0006165668575331318
1967,Ccdc28b,0.0006162194245744936
4662,Fktn,0.000615985817050893
1156,Atl2,0.0006157308347694637
2289,Celsr2,0.0006154953229283641
5602,Helq,0.0006152071611234405
4187,Exd2,0.0006151943719101965
3683,Dtx1,0.0006151213908078608
2006,Ccdc85b,0.0006150554201374278
1011,Armc2,0.0006149401721011335
4834,Fyco1,0.0006145492984059571
345,Adal,0.0006138289090302751
4704,Fndc3a,0.0006134679976759747
1574,Brd3,0.0006133975559163234
4671,Flot1,0.0006132943176139583
3137,Cyp2u1,0.0006130470300053108
5414,Gtf2a2,0.0006128972885616712
5394,Gstk1,0.0006127945233520907
726,Ankrd13b,0.0006124671785867155
4735,Foxk1,0.0006123143872667044
5287,Gprasp1,0.0006122565259572541
3170,D3Ertd254e,0.0006120817767576959
2936,Crlf2,0.0006120268083309112
2996,Cspg5,0.0006118221444610756
3324,Ddx59,0.0006115861910584927
4464,Fastk,0.0006112292963674313
1662,C2cd2l,0.0006111354120056495
1841,Casp2,0.0006109848554219406
3149,Cyp51,0.0006109371492779116
3176,D8Ertd738e,0.0006103798881690985
2746,Col4a3bp,0.0006102081673936206
