injection_position,path,path_length,strength,start,end
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ORBm6a→ORBm5,8,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774, 0.012001]",CA1,ORBm5
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ORBm6a→ORBm5→ORBm2/3,9,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774, 0.012001, 0.008382]",CA1,ORBm2/3
CA1,CA1→alv→fi→LSr→ACB→SI→OT,6,"[0.1801, 0.098749, 0.046994, 0.073083, 0.034016, 0.01123, 0.011314]",CA1,OT
CA1,CA1→alv→fi→SF→LSr→ACB,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.034016]",CA1,ACB
CA1,CA1→alv→fi→SF→LSr→ACB→SI,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.034016, 0.01123]",CA1,SI
CA1,CA1→alv→fi→SF→fx→BST→LPO,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.018302, 0.00786]",CA1,LPO
CA1,CA1→alv→fi→SF→fx→PeF,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061]",CA1,PeF
CA1,CA1→alv→ec→ENTl6a→ENTm6→ENTm5,5,"[0.1801, 0.098749, 0.024473, 0.070031, 0.062547, 0.039028]",CA1,ENTm5
CA1,CA1→alv→fi→SF→LSr→TTd→DP→ILA6a,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.022027, 0.020663, 0.02005]",CA1,ILA6a
CA1,CA1→alv→fi→SF→LSr→LSv,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.031748]",CA1,LSv
CA1,CA1→alv→fi→SF→fx→BST,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.018302]",CA1,BST
CA1,CA1→alv→fi→SF→fx→PeF→AHN,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092]",CA1,AHN
CA1,CA1→alv→fi→LSr→AON→MOB,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024318, 0.003532]",CA1,MOB
CA1,CA1→alv→fi→SF→fx→PeF→AHN→RCH→TU,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.014799, 0.020304]",CA1,TU
CA1,CA1→alv→fi→SF→fx→PeF→AHN→VMH,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.008753]",CA1,VMH
CA1,CA1→alv→fi→SF→fx→PeF→AHN→RCH,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.014799]",CA1,RCH
CA1,CA1→alv→fi→LSr→LSv→ADP→MPO→MPN,7,"[0.1801, 0.098749, 0.046994, 0.073083, 0.031748, 0.011034, 0.014021, 0.010871]",CA1,MPN
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5,5,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239]",CA1,ECT5
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→ECT2/3,6,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.008136]",CA1,ECT2/3
CA1,CA1→alv→fi→SF→MS→MEPO,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.024748, 0.012806]",CA1,MEPO
CA1,CA1→alv→fi→SF→fx→PeF→AHN→PVHd,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.008405]",CA1,PVHd
CA1,CA1→alv→fi→SF→fx→PeF→AHN→SBPV→SCH,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.007469, 0.003822]",CA1,SCH
CA1,CA1→alv→fi→SF→fx→LHA→LM→MMl,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.003589, 0.016545]",CA1,MMl
CA1,CA1→alv→fi→SF→fx→MMl→MMm→MMme,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016545, 0.01336, 0.011866]",CA1,MMme
CA1,CA1→alv→fi→SF→fx→PT→PVT,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016141, 0.006852]",CA1,PVT
CA1,CA1→alv→fi→SF→LSr→LSv→ADP,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.031748, 0.011034]",CA1,ADP
CA1,CA1→alv→fi→LSr→MPO→AVP,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.014021, 0.012879]",CA1,AVP
CA1,CA1→alv→fi→SF→fx→PeF→AHN→DMH,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.00601]",CA1,DMH
CA1,CA1→alv→fi→SF→fx→LHA→SUM→PH,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.009888, 0.006263]",CA1,PH
CA1,CA1→alv→fi→SF→LSr→LSv→ADP→MPO→MPN→PVpo,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.031748, 0.011034, 0.014021, 0.010871, 0.003599]",CA1,PVpo
CA1,CA1→alv→fi→SF→fx→PeF→LHA→opt,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.007548, 0.006831]",CA1,opt
CA1,CA1→alv→fi→LSr→LSv→ADP→MPO→AVPV,7,"[0.1801, 0.098749, 0.046994, 0.073083, 0.031748, 0.011034, 0.014021, 0.008401]",CA1,AVPV
CA1,CA1→alv→fi→SF→fx→AHN→RCH→och,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.017092, 0.014799, 0.004012]",CA1,och
CA1,CA1→alv→fi→SF→fx→PeF→LHA,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.007548]",CA1,LHA
CA1,CA1→alv→fi→SF→MS→NDB,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.024748, 0.015175]",CA1,NDB
CA1,CA1→alv→fi→SF→LSr→ACB→CP,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.034016, 0.013661]",CA1,CP
CA1,CA1→alv→ec→ENTl6a→ENTl5→ENTl3,5,"[0.1801, 0.098749, 0.024473, 0.070031, 0.04234, 0.025005]",CA1,ENTl3
CA1,CA1→alv→fi→LSr→TTd→DP→ACAv6a,6,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.009602]",CA1,ACAv6a
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ILA5→PL5,8,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.022995, 0.008412]",CA1,PL5
CA1,CA1→alv→fp→or→VISpor6b→VISpor6a,5,"[0.1801, 0.098749, 0.027167, 0.009557, 0.013088, 0.018406]",CA1,VISpor6a
CA1,CA1→alv→fi→SF→fx→PT,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016141]",CA1,PT
CA1,CA1→alv→dhc→ENTm6→ENTl6a→ENTl5→VISpor5,6,"[0.1801, 0.098749, 0.034775, 0.062547, 0.070031, 0.04234, 0.013615]",CA1,VISpor5
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→TEa5,6,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.01095]",CA1,TEa5
CA1,CA1→alv→ec→ENTl6a→VISpor6a→VISpor5→VISpor2/3,6,"[0.1801, 0.098749, 0.024473, 0.070031, 0.018406, 0.013615, 0.008321]",CA1,VISpor2/3
CA1,CA1→alv→ec→ENTl6a→VISpor6a→VISpor5→VISpor2/3→VISpor1,7,"[0.1801, 0.098749, 0.024473, 0.070031, 0.018406, 0.013615, 0.008321, 0.005017]",CA1,VISpor1
CA1,CA1→alv→fi→SF→fx→LHA→LM→MMl→MMm,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.003589, 0.016545, 0.01336]",CA1,MMm
CA1,CA1→alv→ec→ECT6b→ECT6a→TEa6a→TEa5→AUDv5,7,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.013376, 0.01095, 0.005352]",CA1,AUDv5
CA1,CA1→alv→fi→SF→fx→PT→PVT→PRC,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016141, 0.006852, 0.002307]",CA1,PRC
CA1,CA1→alv→fp→or→ar→AUDp6b→AUDp6a→AUDp5,7,"[0.1801, 0.098749, 0.027167, 0.009557, 0.006271, 0.00757, 0.007114, 0.003728]",CA1,AUDp5
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→TEa5→TEa4,7,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.01095, 0.005386]",CA1,TEa4
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→ECT2/3→TEa2/3,7,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.008136, 0.00438]",CA1,TEa2/3
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→ECT2/3→ECT1,7,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.008136, 0.00359]",CA1,ECT1
CA1,CA1→alv→fi→SF→fx→RE,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007963]",CA1,RE
CA1,CA1→alv→ec→ECT6b→ECT6a→TEa6a,5,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.013376]",CA1,TEa6a
CA1,CA1→alv→fi→SF→fx→PT→MD,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016141, 0.004226]",CA1,MD
CA1,CA1→alv→fi→SF→fx→PT→PVT→V3,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016141, 0.006852, 0.00953]",CA1,V3
CA1,CA1→alv→fi→SF→fx→PeF→TU→PMv,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.020304, 0.012489]",CA1,PMv
CA1,CA1→alv→fi→SF→fx→PVH,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.006723]",CA1,PVH
CA1,CA1→alv→fi→SF→fx→PeF→AHN→VMH→ARH,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.008753, 0.005083]",CA1,ARH
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ILA5→ACAv5,8,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.022995, 0.010936]",CA1,ACAv5
CA1,CA1→alv→fi→SF→fx→sm,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656]",CA1,sm
CA1,CA1→alv→fi→SF→fx→sm→PT→IAD→AMd,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.016141, 0.007178, 0.007687]",CA1,AMd
CA1,CA1→alv→fi→LSr→MPO→VLPO,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.014021, 0.010344]",CA1,VLPO
CA1,CA1→alv→fi→SF→fx→PeF→LHA→SO,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.007548, 0.008792]",CA1,SO
CA1,CA1→alv→fi→SF→fx→PeF→TU→TMv,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.020304, 0.023054]",CA1,TMv
CA1,CA1→alv→fi→SF→fx→PeF→TU→TMv→PMv→PMd,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.020304, 0.023054, 0.012489, 0.009909]",CA1,PMd
CA1,CA1→alv→fi→SF→fx→LHA→LM→MMl→MMm→MMp,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.003589, 0.016545, 0.01336, 0.003493]",CA1,MMp
CA1,CA1→alv→fi→SF→fx→PeF→AHN→SBPV,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.007469]",CA1,SBPV
CA1,CA1→alv→fi→SF→fx→LHA→SUM→mfb,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.009888, 0.001814]",CA1,mfb
CA1,CA1→alv→fi→SF→fx→PR,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00433]",CA1,PR
CA1,CA1→alv→fi→SF→fx→LHA→SUM,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.009888]",CA1,SUM
CA1,CA1→alv→ec→ENTl6a→ENTm6→ENTm5→ENTm3→ENTm2→ENTm1,8,"[0.1801, 0.098749, 0.024473, 0.070031, 0.062547, 0.039028, 0.021991, 0.014289, 0.00976]",CA1,ENTm1
CA1,CA1→alv→fi→SF→LSr→TTd→DP→ILA6a→ILA5→ILA2/3→ILA1,10,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.022027, 0.020663, 0.02005, 0.022995, 0.016831, 0.009437]",CA1,ILA1
CA1,CA1→alv→fi→SF→LSr→TTd→DP→ILA6a→ILA5→ILA2/3,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.022027, 0.020663, 0.02005, 0.022995, 0.016831]",CA1,ILA2/3
CA1,CA1→alv→ec→ENTl6a→ENTm6→ENTm5→ENTm3→ENTm2,7,"[0.1801, 0.098749, 0.024473, 0.070031, 0.062547, 0.039028, 0.021991, 0.014289]",CA1,ENTm2
CA1,CA1→alv→fi→SF→fx→RT,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.009461]",CA1,RT
CA1,CA1→alv→fi→LSr→MS→NDB→MA,6,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024748, 0.015175, 0.001925]",CA1,MA
CA1,CA1→alv→fi→SF→fx→PeF→AHN→DMH→PH→SPA,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.00601, 0.006263, 0.00207]",CA1,SPA
CA1,CA1→alv→fi→SF→fx→PT→PVT→PRC→NPC,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.016141, 0.006852, 0.002307, 0.000666]",CA1,NPC
CA1,CA1→alv→fi→SF→fx→PeF→TU→TMv→LM,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.020304, 0.023054, 0.003589]",CA1,LM
CA1,CA1→alv→ec→ENTl6a→ENTm6→ENTm5→ENTm3,6,"[0.1801, 0.098749, 0.024473, 0.070031, 0.062547, 0.039028, 0.021991]",CA1,ENTm3
CA1,CA1→alv→fi→SF→LSr→SEZ,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.027434]",CA1,SEZ
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→PL6a,7,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.010787]",CA1,PL6a
CA1,CA1→alv→fi→SF→fx→PeF→AHN→RCH→sup,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.014799, 0.005967]",CA1,sup
CA1,CA1→alv→fi→SF→LSr→LSv→BST→PS,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.031748, 0.018302, 0.007099]",CA1,PS
CA1,CA1→alv→SUB→ENTm6→ENTm5→PAR,5,"[0.1801, 0.098749, 0.157956, 0.062547, 0.039028, 0.015503]",CA1,PAR
CA1,CA1→alv→fi→SF→fx→BAC,5,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.013838]",CA1,BAC
CA1,CA1→alv→PA→BMAp→IA→CEAm,5,"[0.1801, 0.098749, 0.027225, 0.033344, 0.016775, 0.009044]",CA1,CEAm
CA1,CA1→alv→fi→SF→fx→LHA→LM→SUM→mp,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.003589, 0.009888, 0.000229]",CA1,mp
CA1,CA1→alv→fi→LSr→MPO→PD,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.014021, 0.011201]",CA1,PD
CA1,CA1→alv→PA→BMAp→IA→CEAm→CEAl,6,"[0.1801, 0.098749, 0.027225, 0.033344, 0.016775, 0.009044, 0.005283]",CA1,CEAl
CA1,CA1→alv→fi→SF→LSr→LSv→ADP→MPO→VMPO,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.031748, 0.011034, 0.014021, 0.006626]",CA1,VMPO
CA1,CA1→alv→fi→SF→TRS→fx→mct,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.063657, 0.046528, 0.048937]",CA1,mct
CA1,CA1→alv→fi→SF→fx→BST→act,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.018302, 0.002475]",CA1,act
CA1,CA1→alv→fi→SF→fx→AHN→RCH→TU→TMv→PMv→PVp,10,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.017092, 0.014799, 0.020304, 0.023054, 0.012489, 0.003163]",CA1,PVp
CA1,CA1→alv→fi→SF→fx→PeF→TU→PMv→PMd→TMd,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.020304, 0.012489, 0.009909, 0.002777]",CA1,TMd
CA1,CA1→alv→fi→SF→fx→AHN→VMH→PVi,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.017092, 0.008753, 0.00516]",CA1,PVi
CA1,CA1→alv→fi→SF→fx→RE→RH,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007963, 0.004612]",CA1,RH
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ORBm6a→ORBm5→ORBvl5,9,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774, 0.012001, 0.003665]",CA1,ORBvl5
CA1,CA1→alv→fi→SF→fx→sm→PT→IAD→IAM,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.016141, 0.007178, 0.014172]",CA1,IAM
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ORBm6a→ORBm5→ORBvl5→ORBvl2/3,10,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774, 0.012001, 0.003665, 0.003191]",CA1,ORBvl2/3
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ORBm6a→ORBm5→ORBm2/3→ORBvl2/3→ORBvl1,11,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774, 0.012001, 0.008382, 0.003191, 0.004418]",CA1,ORBvl1
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ILA5→PL5→PL2/3→PL1,10,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.022995, 0.008412, 0.003977, 0.004213]",CA1,PL1
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ILA5→PL5→PL2/3,9,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.022995, 0.008412, 0.003977]",CA1,PL2/3
CA1,CA1→alv→df→LSc→SF→fx→MMl→pm,7,"[0.1801, 0.098749, 0.02118, 0.033851, 0.075286, 0.046528, 0.016545, 0.006524]",CA1,pm
CA1,CA1→alv→ec→PA→COApm→MEA→NLOT3,6,"[0.1801, 0.098749, 0.024473, 0.027225, 0.014496, 0.00968, 0.00156]",CA1,NLOT3
CA1,CA1→alv→fi→SF→fx→LHA→LM→SUM→mp→VTA,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.003589, 0.009888, 0.000229, 0.000441]",CA1,VTA
CA1,CA1→alv→fi→SF→fx→PeF→LHA→MEA→NLOT3→NLOT2,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.007548, 0.00968, 0.00156, 0.001668]",CA1,NLOT2
CA1,CA1→alv→fi→SF→fx→sm→PT→IAD,7,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.016141, 0.007178]",CA1,IAD
CA1,CA1→alv→fi→SF→fx→sm→PT→IAD→AMd→AMv,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.00656, 0.016141, 0.007178, 0.007687, 0.008866]",CA1,AMv
CA1,CA1→alv→fi→SF→fx→RE→Xi,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007963, 0.005006]",CA1,Xi
CA1,CA1→alv→fi→LSr→ACB→FS,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.034016, 0.005335]",CA1,FS
CA1,CA1→alv→fi→SF→fx→PeF→LHA→MEA→AAA,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.007548, 0.00968, 0.002453]",CA1,AAA
CA1,CA1→alv→ec→ENTl6a→ENTl5→PIR→AIp5,6,"[0.1801, 0.098749, 0.024473, 0.070031, 0.04234, 0.007762, 0.0016]",CA1,AIp5
CA1,CA1→alv→ec→ENTl6a→ENTl5→PERI5,5,"[0.1801, 0.098749, 0.024473, 0.070031, 0.04234, 0.013684]",CA1,PERI5
CA1,CA1→alv→fi→LSr→AON→ACB→ORBl6a→ORBl6b,7,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024318, 0.034016, 0.00421, 0.00638]",CA1,ORBl6b
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ORBm6a→ORBvl6a,8,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774, 0.004388]",CA1,ORBvl6a
CA1,CA1→alv→ENTl6a→ENTl5→VISpor5→VISpor4,5,"[0.1801, 0.098749, 0.070031, 0.04234, 0.013615, 0.000421]",CA1,VISpor4
CA1,CA1→alv→fi→LSr→AON→AOBgr→lotd→AOBmi,7,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024318, 0.007402, 0.003827, 0.000345]",CA1,AOBmi
CA1,CA1→alv→fi→LSr→AON→AOBgr,5,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024318, 0.007402]",CA1,AOBgr
CA1,CA1→alv→fi→LSr→DP→ORBm6a→PL6a→PL5→MOs5,8,"[0.1801, 0.098749, 0.046994, 0.073083, 0.020663, 0.009774, 0.010787, 0.008412, 0.002721]",CA1,MOs5
CA1,CA1→alv→PA→BMAp→BLAp→LA,5,"[0.1801, 0.098749, 0.027225, 0.033344, 0.029119, 0.010947]",CA1,LA
CA1,CA1→alv→fi→SF→fx→AHN→ASO,6,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.017092, 0.017083]",CA1,ASO
CA1,CA1→alv→fi→LSr→TTd→DP→ILA5→ACAv5→ACAv6a→ACAv6b,9,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.022995, 0.010936, 0.009602, 0.004159]",CA1,ACAv6b
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→ORBm6a→ORBm5→ORBm2/3→ORBm1,10,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774, 0.012001, 0.008382, 0.005514]",CA1,ORBm1
CA1,CA1→alv→fi→LSr→AON→ACB→ORBl6a,6,"[0.1801, 0.098749, 0.046994, 0.073083, 0.024318, 0.034016, 0.00421]",CA1,ORBl6a
CA1,CA1→alv→fi→SF→LSr→TTd→DP→ILA6a→ORBm6a,8,"[0.1801, 0.098749, 0.046994, 0.075286, 0.073083, 0.022027, 0.020663, 0.02005, 0.009774]",CA1,ORBm6a
CA1,CA1→alv→df→LSc→SF→fx→MMl→SUM→MMd,8,"[0.1801, 0.098749, 0.02118, 0.033851, 0.075286, 0.046528, 0.016545, 0.009888, 0.014862]",CA1,MMd
CA1,CA1→alv→fi→LSr→TTd→DP→ILA6a→PL6a→ACAd6a→ACAd5,9,"[0.1801, 0.098749, 0.046994, 0.073083, 0.022027, 0.020663, 0.02005, 0.010787, 0.004652, 0.002355]",CA1,ACAd5
CA1,CA1→alv→fi→SF→fx→LHA→SUM→mfb→VTA→CS,9,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.009888, 0.001814, 0.000441, 0.000548]",CA1,CS
CA1,CA1→alv→fi→SF→fx→LHA→LM→SUM→mp→VTA→CS→RPO,11,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.007548, 0.003589, 0.009888, 0.000229, 0.000441, 0.000548, 7.6e-05]",CA1,RPO
CA1,CA1→alv→ec→ENTl6a→ENTl5→ENTl3→PERI2/3→PERI1,7,"[0.1801, 0.098749, 0.024473, 0.070031, 0.04234, 0.025005, 0.007073, 0.002243]",CA1,PERI1
CA1,CA1→alv→ec→ECT6b→ECT6a→ECT5→PERI5→PERI2/3,7,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.018239, 0.013684, 0.007073]",CA1,PERI2/3
CA1,CA1→alv→fp→or→AUDpo6b→AUDpo6a→AUDpo5→VISal5→AUDd5,8,"[0.1801, 0.098749, 0.027167, 0.009557, 0.009122, 0.007801, 0.004914, 0.008046, 0.008472]",CA1,AUDd5
CA1,CA1→fp→or→AUDpo6b→AUDpo6a→AUDd6a,5,"[0.1801, 0.027167, 0.009557, 0.009122, 0.007801, 0.005695]",CA1,AUDd6a
CA1,CA1→alv→ec→or→TEa6b→AUDv6b→AUDv6a→AUDp6a→AUDpo6a→AUDd6a→SSs6a,10,"[0.1801, 0.098749, 0.024473, 0.009557, 0.012891, 0.009641, 0.007176, 0.007114, 0.007801, 0.005695, 0.002113]",CA1,SSs6a
CA1,CA1→ccs→or→SSs6b→SSs6a→SSs5→SSp-bfd5,6,"[0.1801, 0.026261, 0.009557, 0.004718, 0.002113, 0.003689, 0.007189]",CA1,SSp-bfd5
CA1,CA1→alv→ec→or→SSp-bfd6b→SSp-bfd6a,5,"[0.1801, 0.098749, 0.024473, 0.009557, 0.010715, 0.00876]",CA1,SSp-bfd6a
CA1,CA1→alv→ec→TEa6b→TEa6a→AUDv6a→AUDp6a,6,"[0.1801, 0.098749, 0.024473, 0.012891, 0.013376, 0.007176, 0.007114]",CA1,AUDp6a
CA1,CA1→alv→ec→ENTl6a→EPd→ee,5,"[0.1801, 0.098749, 0.024473, 0.070031, 0.010629, 0.009077]",CA1,ee
CA1,CA1→alv→ec→ENTl6a→VISpor6a→VISpor5→TEa5→TEa6a→AUDpo6a→AUDp6a→AUDp6b,10,"[0.1801, 0.098749, 0.024473, 0.070031, 0.018406, 0.013615, 0.01095, 0.013376, 0.007801, 0.007114, 0.00757]",CA1,AUDp6b
CA1,CA1→alv→ec→POST→VISp6a→RSPagl6a→RSPagl5,6,"[0.1801, 0.098749, 0.024473, 0.019596, 0.005749, 0.008623, 0.008634]",CA1,RSPagl5
CA1,CA1→alv→ec→POST→VISp6a→RSPagl6a→RSPd6a→RSPd5,7,"[0.1801, 0.098749, 0.024473, 0.019596, 0.005749, 0.008623, 0.005115, 0.004416]",CA1,RSPd5
CA1,CA1→alv→ec→POST→VISp6a→RSPagl6a→RSPd6a,6,"[0.1801, 0.098749, 0.024473, 0.019596, 0.005749, 0.008623, 0.005115]",CA1,RSPd6a
CA1,CA1→alv→ec→ECT6b→ECT6a→VISC6a,5,"[0.1801, 0.098749, 0.024473, 0.021695, 0.02664, 0.004597]",CA1,VISC6a
CA1,CA1→alv→fi→SF→fx→PeF→AHN→DMH→PH→SPA→PF,10,"[0.1801, 0.098749, 0.046994, 0.075286, 0.046528, 0.025061, 0.017092, 0.00601, 0.006263, 0.00207, 0.001703]",CA1,PF
