injection_position,path,path_length,strength,start,end
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→GPi→STN→FF→ml→SPFp→MRN→NPC,12,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.042609, 0.028225, 0.038523, 0.017291, 0.045506]",ACAd5,NPC
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→GPi→STN→VM→FF→ml→SPFp,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.052806, 0.042609, 0.028225, 0.038523]",ACAd5,SPFp
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→CP→int→cpd→ml→PRNr→CS,11,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.030803]",ACAd5,CS
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→PRNc,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.001946]",ACAd5,PRNc
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→CP→int→cpd→ml→TRN,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.061962, 0.044774, 0.041212, 0.028225, 0.020487]",ACAd5,TRN
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→GPi→STN→ml→MGm→PoT,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.028225, 0.016483, 0.024658]",ACAd5,PoT
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→nst→FF→ml→MRN→SCdw,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.04163, 0.042609, 0.028225, 0.017291, 0.03163]",ACAd5,SCdw
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→GPi→STN→FF→ml→MRN→SCdg,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.042609, 0.028225, 0.017291, 0.029652]",ACAd5,SCdg
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→RT→AV→LD→CL→LP→POL,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.045922, 0.043335, 0.049988, 0.078566, 0.04614, 0.011165]",ACAd5,POL
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→tspc,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.004023]",ACAd5,tspc
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→ACB→SI,7,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.006513, 0.000962]",ACAd5,SI
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→RT→VM→mtt,9,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.045922, 0.052806, 0.026705]",ACAd5,mtt
ACAd5,ACAd5→ACAd6a→PL6b→cing→CP→int→nst→MRN→PIL,8,"[0.237125, 0.146949, 0.025067, 0.034561, 0.061962, 0.044774, 0.04163, 0.017291, 0.003899]",ACAd5,PIL
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNc→GRN,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.001946, 0.000138]",ACAd5,GRN
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→CS→RPO→mlf,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.030803, 0.026182, 0.002108]",ACAd5,mlf
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→STN→FF→MRN→ND,9,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.033024, 0.042609, 0.017291, 0.002096]",ACAd5,ND
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→RT→AMv→AMd→IAD→MD→LH,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.045922, 0.077404, 0.085689, 0.061194, 0.057572, 0.020393]",ACAd5,LH
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→nst→PSTN→LHA→mfb,9,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.04163, 0.003313, 0.003315, 0.024739]",ACAd5,mfb
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→nst→PSTN→LHA→PMd,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.04163, 0.003313, 0.003315, 0.003226]",ACAd5,PMd
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→STN→FF→MRN→MA3,9,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.033024, 0.042609, 0.017291, 0.004135]",ACAd5,MA3
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PG→tb→py,11,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.027833, 0.012678, 0.008329]",ACAd5,py
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→ccg→CP→int→cpd→ml→PRNr→CS→RPO→NI,12,"[0.237125, 0.146949, 0.087078, 0.034561, 0.028152, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.030803, 0.026182, 0.039663]",ACAd5,NI
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→MRN→DR,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.017291, 0.007646]",ACAd5,DR
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→MRN→PCG,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.017291, 0.020449]",ACAd5,PCG
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→RT→VAL→AMv→AMd→IAD→MD→IMD→SPA,13,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.045922, 0.052839, 0.077404, 0.085689, 0.061194, 0.057572, 0.012229, 0.020036]",ACAd5,SPA
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→PPN,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.002356]",ACAd5,PPN
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→SNr→SNc→MRN→PPN→sctv→arb,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.00836, 0.003398, 0.017291, 0.002356, 0.003226, 0.000307]",ACAd5,arb
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→PRNc→PCG→B,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.001946, 0.020449, 0.000383]",ACAd5,B
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→PRNc→SLC,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.001946, 0.000671]",ACAd5,SLC
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→PPN→CUN,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.002356, 0.001145]",ACAd5,CUN
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→PRNc→NI→PCG→SLD,12,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.001946, 0.039663, 0.020449, 0.011834]",ACAd5,SLD
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→RT→VM→mtt→PH→SUM,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.045922, 0.052806, 0.026705, 0.026503, 0.020339]",ACAd5,SUM
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→SNr→cpd→ml→PRNr→MRN→LDT,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.00836, 0.041212, 0.028225, 0.019853, 0.017291, 0.017571]",ACAd5,LDT
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→MRN→LDT→PCG→CENT2,13,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.017291, 0.017571, 0.020449, 0.000266]",ACAd5,CENT2
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→scwm→AId6b→AId6a,8,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.009001, 0.005897, 0.002559]",ACAd5,AId6a
ACAd5,ACAd5→MOs5→MOs6a→MOp6a→SSp-ll6a→SSp-ll5,5,"[0.237125, 0.079727, 0.050933, 0.025535, 0.01523, 0.000604]",ACAd5,SSp-ll5
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→ec→GU6b,7,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.00573, 0.003949]",ACAd5,GU6b
ACAd5,ACAd5→MOs5→MOs6a→MOp6a→SSp-ll6a→SSp-ul6a,5,"[0.237125, 0.079727, 0.050933, 0.025535, 0.01523, 0.001673]",ACAd5,SSp-ul6a
ACAd5,ACAd5→MOs5→MOs6a→MOp6a→SSp-ll6a→SSp-ll5→SSp-ul5,6,"[0.237125, 0.079727, 0.050933, 0.025535, 0.01523, 0.000604, 0.000515]",ACAd5,SSp-ul5
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg,5,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152]",ACAd5,ccg
ACAd5,ACAd5→MOs6a→MOp6a→SSp-ll6a→SSp-ul6a→SSp-ul5→SSp-ul4→SSp-ul2/3→SSp-ul1,8,"[0.237125, 0.050933, 0.025535, 0.01523, 0.001673, 0.000515, 0.000206, 0.00024, 0.001682]",ACAd5,SSp-ul1
ACAd5,ACAd5→MOs5→MOs6a→MOp6a→SSp-ll6a→SSp-tr6a→RSPagl6a→RSPagl5→RSPagl2/3→RSPagl1→SSp-tr1,10,"[0.237125, 0.079727, 0.050933, 0.025535, 0.01523, 0.036542, 0.059839, 0.037307, 0.030167, 0.042037, 0.006973]",ACAd5,SSp-tr1
ACAd5,ACAd5→MOs5→MOs6a→MOp6a→MOp6b→cing→ccb→ccs→or→SSp-bfd6b→SSp-bfd6a→SSp-bfd5→SSp-bfd4→SSp-bfd2/3→SSp-bfd1,14,"[0.237125, 0.079727, 0.050933, 0.025535, 0.018126, 0.034561, 0.038065, 0.003107, 0.008178, 0.012657, 0.005079, 0.001323, 0.000881, 0.001508, 0.011718]",ACAd5,SSp-bfd1
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→RT→AMv→AMd→IAD→CM,11,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.045922, 0.077404, 0.085689, 0.061194, 0.019734]",ACAd5,CM
ACAd5,ACAd5→MOs5→MOs6a→MOp6a→MOp6b→cing→ccb→scwm→SSp-un6b→SSp-un6a→SSp-bfd6a→SSp-bfd5→SSp-bfd4→SSp-bfd2/3→SSp-bfd1→SSp-un1,15,"[0.237125, 0.079727, 0.050933, 0.025535, 0.018126, 0.034561, 0.038065, 0.009001, 0.006759, 0.002383, 0.005079, 0.001323, 0.000881, 0.001508, 0.011718, 0.003257]",ACAd5,SSp-un1
ACAd5,ACAd5→MOs5→MOs2/3→MOs1→MOp1→SSp-ll1,5,"[0.237125, 0.079727, 0.080718, 0.072924, 0.007486, 0.000901]",ACAd5,SSp-ll1
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→RT→VM→PR,9,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.045922, 0.052806, 0.03419]",ACAd5,PR
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd,7,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212]",ACAd5,cpd
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→GPi→STN→PSTN,9,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.003313]",ACAd5,PSTN
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→GPi→STN→FF,8,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.042609]",ACAd5,FF
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→SNr→mp→ml→PG→tb,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.00836, 0.005446, 0.028225, 0.027833, 0.012678]",ACAd5,tb
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→MRN→PCG→LC,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.017291, 0.020449, 0.000605]",ACAd5,LC
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNc→GRN→IRN,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.001946, 0.000138, 0.000587]",ACAd5,IRN
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→RT→AMv→AMd→AV→IAD→AD→MD→PF→RPF→NPC→pc,16,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.045922, 0.077404, 0.085689, 0.043335, 0.061194, 0.021096, 0.057572, 0.043298, 0.041519, 0.045506, 0.007968]",ACAd5,pc
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→CP→ORBl6b,7,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.061962, 0.020802]",ACAd5,ORBl6b
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→ORBl6b→ORBl6a→ORBl5,7,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.020802, 0.010228, 0.004591]",ACAd5,ORBl5
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→nst→LHA→DMH,9,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.04163, 0.003315, 0.000678]",ACAd5,DMH
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→ORBl6a,6,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.010228]",ACAd5,ORBl6a
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→GPe→SI→MA,8,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.00718, 0.000962, 0.00051]",ACAd5,MA
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→GPe→SI→LPO,9,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.00718, 0.000962, 0.000705]",ACAd5,LPO
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→SI→LPO→NDB,8,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.000962, 0.000705, 0.003173]",ACAd5,NDB
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→STN→PSTN→VTA→IF,9,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.033024, 0.003313, 0.006918, 0.002389]",ACAd5,IF
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→ccb→CP→int→cpd→SNr→MT→VTA→mp,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.038065, 0.061962, 0.044774, 0.041212, 0.00836, 0.008721, 0.006918, 0.005446]",ACAd5,mp
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→LHA→MMl,8,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.003315, 0.00192]",ACAd5,MMl
ACAd5,ACAd5→ACAd6a→ACAv6a→ACAv6b→cing→CP→int→nst→LHA→PeF,9,"[0.237125, 0.146949, 0.097013, 0.045687, 0.034561, 0.061962, 0.044774, 0.04163, 0.003315, 0.003111]",ACAd5,PeF
ACAd5,ACAd5→ACAd6a→ACAv6a→ACAv6b→cing→ccg→CP→int→cpd→LHA→LM,10,"[0.237125, 0.146949, 0.097013, 0.045687, 0.034561, 0.028152, 0.061962, 0.044774, 0.041212, 0.003315, 0.001411]",ACAd5,LM
ACAd5,ACAd5→ACAd6a→ACAv6a→ACAv6b→cing→ccg→CP→int→GPi→nst→LHA→PeF→AHN,12,"[0.237125, 0.146949, 0.097013, 0.045687, 0.034561, 0.028152, 0.061962, 0.044774, 0.026827, 0.04163, 0.003315, 0.003111, 0.000299]",ACAd5,AHN
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→PRNc→VI→gVIIn,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.001946, 0.000326, 0.000236]",ACAd5,gVIIn
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→PPN→ll,11,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.002356, 0.002111]",ACAd5,ll
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccb→scwm→AId6b→AId6a→CLA→AIv6a,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.038065, 0.009001, 0.005897, 0.002559, 0.019273, 0.004844]",ACAd5,AIv6a
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→CP→ccb→scwm,8,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.061962, 0.038065, 0.009001]",ACAd5,scwm
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→RT→VAL,7,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.045922, 0.052839]",ACAd5,VAL
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→GPi→STN→PSTN→MRN→mtg→dtd,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.003313, 0.017291, 0.006613, 0.000628]",ACAd5,dtd
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→SNr→SNc→VTA→ml→RR,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.00836, 0.003398, 0.006918, 0.028225, 0.000939]",ACAd5,RR
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→MRN→PCG→DTN,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.017291, 0.020449, 0.002639]",ACAd5,DTN
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→GPi→STN→nst→FF→MRN→INC,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.04163, 0.042609, 0.017291, 0.001321]",ACAd5,INC
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→ccg→CP→int→cpd→ml→PRNr→CS→RPO,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.028152, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.030803, 0.026182]",ACAd5,RPO
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→RM,8,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.000875]",ACAd5,RM
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→GPi→STN→SNr→ml→PRNr→SUT,12,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.00836, 0.028225, 0.019853, 0.000498]",ACAd5,SUT
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→py→pyd,9,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.008329, 0.005269]",ACAd5,pyd
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→cpd→ml→PRNr→PRNc→mlf→PRP,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.001946, 0.002108, 0.000596]",ACAd5,PRP
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→cpd→ml→PRNr→MRN→LDT→PCG→MEV,13,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.041212, 0.028225, 0.019853, 0.017291, 0.017571, 0.020449, 0.001541]",ACAd5,MEV
ACAd5,ACAd5→ACAd6a→MOs6a→MOp6a→SSp-ll6a→SSp-tr6a→VISa6a→VISam6a,7,"[0.237125, 0.146949, 0.050933, 0.025535, 0.01523, 0.036542, 0.047245, 0.078649]",ACAd5,VISam6a
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→RSPd6b→RSPd6a,5,"[0.237125, 0.146949, 0.087078, 0.034561, 0.047832, 0.046906]",ACAd5,RSPd6a
ACAd5,ACAd5→ACAd6a→ACAv6a→ACAv6b→cing→RSPv6b→RSPv6a,6,"[0.237125, 0.146949, 0.097013, 0.045687, 0.034561, 0.033475, 0.029589]",ACAd5,RSPv6a
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→ccb→CP→int→RT→AV→LD,9,"[0.237125, 0.146949, 0.087078, 0.034561, 0.038065, 0.061962, 0.044774, 0.045922, 0.043335, 0.049988]",ACAd5,LD
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→GPi,7,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.026827]",ACAd5,GPi
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→ccg→CP→int→RT→AV,8,"[0.237125, 0.146949, 0.087078, 0.034561, 0.028152, 0.061962, 0.044774, 0.045922, 0.043335]",ACAd5,AV
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→ccg→CP→int→RT→AV→LD→PO,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.028152, 0.061962, 0.044774, 0.045922, 0.043335, 0.049988, 0.016221]",ACAd5,PO
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→GPi→STN→FF→ml→MRN→RN,11,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.026827, 0.033024, 0.042609, 0.028225, 0.017291, 0.0062]",ACAd5,RN
ACAd5,ACAd5→ACAd6a→PL6a→ORBm6a→ORBvl6a→ORBvl5→ORBl5→ORBl2/3→ORBl1,8,"[0.237125, 0.146949, 0.050481, 0.033851, 0.032223, 0.032504, 0.004591, 0.005818, 0.018591]",ACAd5,ORBl1
ACAd5,ACAd5→ACAd6a→PL6a→ORBm6a→ORBvl6a→ORBvl5→ORBl5→ORBl2/3,7,"[0.237125, 0.146949, 0.050481, 0.033851, 0.032223, 0.032504, 0.004591, 0.005818]",ACAd5,ORBl2/3
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→scwm→AId6b→AId6a→CLA→AIv6a→AIv5,10,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.009001, 0.005897, 0.002559, 0.019273, 0.004844, 0.001817]",ACAd5,AIv5
ACAd5,ACAd5→ACAd6a→PL6a→ORBm6a→ORBm5→ORBvl5→ORBvl2/3→ORBvl1→FRP1,8,"[0.237125, 0.146949, 0.050481, 0.033851, 0.027742, 0.032504, 0.032292, 0.046097, 0.0066]",ACAd5,FRP1
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→scwm→AId6b→AId6a→CLA→AIv6a→AIv5→AIv2/3,11,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.009001, 0.005897, 0.002559, 0.019273, 0.004844, 0.001817, 0.002371]",ACAd5,AIv2/3
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→CP→ec,7,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.061962, 0.00573]",ACAd5,ec
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→scwm→AId6b→AId6a→CLA,9,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.009001, 0.005897, 0.002559, 0.019273]",ACAd5,CLA
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→ccb→SEZ,5,"[0.237125, 0.146949, 0.087078, 0.034561, 0.038065, 0.019428]",ACAd5,SEZ
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→ccg→CP→ec→AId6b,8,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.028152, 0.061962, 0.00573, 0.005897]",ACAd5,AId6b
ACAd5,ACAd5→ACAd6a→MOs6a→RSPagl6a→RSPagl5→RSPagl2/3→RSPagl1,6,"[0.237125, 0.146949, 0.050933, 0.059839, 0.037307, 0.030167, 0.042037]",ACAd5,RSPagl1
ACAd5,ACAd5→ACAd6a→MOs6a→RSPd6a→RSPd5→RSPd2/3→RSPd1,6,"[0.237125, 0.146949, 0.050933, 0.046906, 0.039585, 0.035645, 0.058053]",ACAd5,RSPd1
ACAd5,ACAd5→ACAd6a→PL6a→ORBm6a→ORBvl6a→ORBvl5,5,"[0.237125, 0.146949, 0.050481, 0.033851, 0.032223, 0.032504]",ACAd5,ORBvl5
ACAd5,ACAd5→ACAd6a→MOs6a→MOp6a→RSPagl6a→RSPagl5→RSPagl2/3,6,"[0.237125, 0.146949, 0.050933, 0.025535, 0.059839, 0.037307, 0.030167]",ACAd5,RSPagl2/3
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→RT→AMv→AMd→IAD→PT,11,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.045922, 0.077404, 0.085689, 0.061194, 0.006692]",ACAd5,PT
ACAd5,ACAd5→ACAd6a→PL6a→PL6b→cing→CP→int→RT→AV→AMd,9,"[0.237125, 0.146949, 0.050481, 0.025067, 0.034561, 0.061962, 0.044774, 0.045922, 0.043335, 0.085689]",ACAd5,AMd
ACAd5,ACAd5→ACAd6a→ACAd6b→cing→CP→int→RT→VAL→AMv→AMd→IAM,10,"[0.237125, 0.146949, 0.087078, 0.034561, 0.061962, 0.044774, 0.045922, 0.052839, 0.077404, 0.085689, 0.042498]",ACAd5,IAM
