start_node,end_node,path,path_length,edges_used,replaced_path,replaced_start_node
262,772,262→629→1104→255→549→997→81→672→956→940→1054→827→363→772,13,24,RT→VAL→AMv→AV→TH→root→VL→CP→fa→cing→ILA6a→ILA5→PL5→ACAv5,RT
262,1108,262→629→1104→255→549→997→81→672→956→940→1054→827→363→772→810→1108,15,26,RT→VAL→AMv→AV→TH→root→VL→CP→fa→cing→ILA6a→ILA5→PL5→ACAv5→ACAv6a→ccg,RT
262,814,262→629→1104→255→549→997→81→672→956→940→1054→827→814,12,29,RT→VAL→AMv→AV→TH→root→VL→CP→fa→cing→ILA6a→ILA5→DP,RT
802,802,802,0,1,sm,sm
802,436,802→436,1,5,sm→fx,sm
802,549,802→549,1,1,sm→TH,sm
802,15,802→549→15,2,2,sm→TH→PT,sm
802,351,802→436→287→351,3,9,sm→fx→BAC→BST,sm
802,149,802→549→428→149,3,8,sm→TH→mct→PVT,sm
802,266,802→436→287→351→266,4,10,sm→fx→BAC→BST→LSv,sm
802,258,802→436→287→351→266→258,5,11,sm→fx→BAC→BST→LSv→LSr,sm
802,129,802→549→428→149→129,4,9,sm→TH→mct→PVT→V3,sm
802,310,802→436→287→351→266→310,5,11,sm→fx→BAC→BST→LSv→SF,sm
802,81,802→436→287→351→266→258→477→98→81,8,14,sm→fx→BAC→BST→LSv→LSr→STR→SEZ→VL,sm
802,956,802→436→287→351→266→258→477→98→698→956,9,21,sm→fx→BAC→BST→LSv→LSr→STR→SEZ→OLF→fa,sm
802,608,802→436→287→351→266→258→477→98→698→910→608,10,26,sm→fx→BAC→BST→LSv→LSr→STR→SEZ→OLF→ORBm6a→ORBvl6a,sm
802,564,802→436→287→351→266→258→564,6,12,sm→fx→BAC→BST→LSv→LSr→MS,sm
802,477,802→436→287→351→266→258→477,6,12,sm→fx→BAC→BST→LSv→LSr→STR,sm
802,1125,802→436→287→351→266→258→477→98→698→910→608→1125,11,29,sm→fx→BAC→BST→LSv→LSr→STR→SEZ→OLF→ORBm6a→ORBvl6a→ORBvl5,sm
802,597,802→436→287→351→266→258→477→597,7,16,sm→fx→BAC→BST→LSv→LSr→STR→TTd,sm
802,630,802→436→287→351→266→258→477→98→698→910→608→1125→630,12,27,sm→fx→BAC→BST→LSv→LSr→STR→SEZ→OLF→ORBm6a→ORBvl6a→ORBvl5→ORBl5,sm
802,910,802→436→287→351→266→258→477→98→698→956→680→608→910,12,24,sm→fx→BAC→BST→LSv→LSr→STR→SEZ→OLF→fa→ORBvl6b→ORBvl6a→ORBm6a,sm
802,698,802→436→287→351→266→258→477→698,7,16,sm→fx→BAC→BST→LSv→LSr→STR→OLF,sm
802,1108,802→436→287→351→266→258→477→1108,7,14,sm→fx→BAC→BST→LSv→LSr→STR→ccg,sm
802,1009,802→1009,1,6,sm→fiber tracts,sm
802,581,802→436→581,2,16,sm→fx→TRS,sm
802,1097,802→436→1097,2,19,sm→fx→HY,sm
351,262,351→803→802→549→262,4,5,BST→PAL→sm→TH→RT,BST
351,1104,351→1009→802→549→1104,4,36,BST→fiber tracts→sm→TH→AMv,BST
351,158,351→900→477→436→581→129→997→634→158,8,29,BST→aco→STR→fx→TRS→V3→root→NPC→pc,BST
351,430,351→900→477→436→581→129→549→997→10703→982→1089→382→466→443→484682516→430,15,26,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→dhc→ccb→RSPv2/3,BST
351,542,351→900→477→436→581→129→549→997→10703→982→1089→382→466→443→484682516→430→542,16,27,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→dhc→ccb→RSPv2/3→RSPv1,BST
351,434,351→900→477→436→581→129→549→997→10703→982→1089→382→466→443→484682516→430→687→610→434,18,33,BST→aco→STR→fx→TRS→V3→TH→root→DG-mo→FC→HPF→CA1→alv→dhc→ccb→RSPv2/3→RSPv5→RSPd5→RSPd2/3,BST
351,851,351→900→477→436→581→129→997→313→851,8,34,BST→aco→STR→fx→TRS→V3→root→MB→SCop,BST
351,17,351→900→477→436→581→129→997→313→531→10→17,10,29,BST→aco→STR→fx→TRS→V3→root→MB→MPT→SCig→SCiw,BST
351,795,351→900→477→436→581→129→549→997→313→634→158→795,11,43,BST→aco→STR→fx→TRS→V3→TH→root→MB→NPC→pc→PAG,BST
