start_node,end_node,path,path_length,edges_used,replaced_path,replaced_start_node
971,692,971→484682520→312782652→579→1045→977→335→692,7,21,fp→or→VISpor6b→ec→ECT6b→ECT6a→PERI6a→PERI5,fp
971,888,971→484682520→312782652→579→1045→977→335→692→888,8,21,fp→or→VISpor6b→ec→ECT6b→ECT6a→PERI6a→PERI5→PERI2/3,fp
971,966,971→484682520→579→966,3,16,fp→or→ec→EPv,fp
971,566,971→484682520→579→466→743→566,5,21,fp→or→ec→alv→ENTm6→TR,fp
971,451,971→484682520→579→311→334→451,5,20,fp→or→ec→BLAp→BMAp→BLAv,fp
971,673,971→466→603→258→310→436→576073704→614→210→525→673,10,29,fp→alv→fi→LSr→SF→fx→PeF→TU→LM→SUM→mp,fp
971,741,971→466→603→258→310→436→576073704→614→210→525→946→685→741,12,39,fp→alv→fi→LSr→SF→fx→PeF→TU→LM→SUM→PH→VM→VPMpc,fp
484682470,1081,484682470→466→603→258→597→814→940→1054→1081,8,27,ProS→alv→fi→LSr→TTd→DP→cing→ILA6a→ILA6b,ProS
971,72,971→466→603→310→72,4,16,fp→alv→fi→SF→ADP,fp
484682470,816,484682470→466→971→484682520→484682524→1005→954→847→816,8,16,ProS→alv→fp→or→ar→AUDp6b→AUDp6a→AUDp5→AUDp4,ProS
10704,155,10704→463→466→603→155,4,8,DG-po→CA3→alv→fi→LD,DG-po
10704,496345668,10704→463→466→496345668,3,10,DG-po→CA3→alv→LGd-co,DG-po
484682470,540,484682470→466→579→28→139→52→20→888→540,8,15,ProS→alv→ec→ENTl6a→ENTl5→ENTl3→ENTl2→PERI2/3→PERI1,ProS
502,488,502→466→603→250→258→56→672→488,7,28,SUB→alv→fi→LSc→LSr→ACB→CP→ORBl6b,SUB
463,312782652,463→466→971→484682520→312782652,4,10,CA3→alv→fp→or→VISpor6b,CA3
