start_node,end_node,path,path_length,edges_used
173,851,173→614→693→946→587→42→26→17→10→851,9,17
173,802,173→88→576073704→436→15→802,5,12
173,347,173→88→347,2,3
173,1029,173→117→125→6→66→1044→560581563→1079→1072→325→1029,10,15
173,17,173→349→125→66→1044→560581563→1079→1072→325→1029→215→10→17,12,49
173,930,173→1004→980→606826647→525→946→414→599→59→609→930,10,28
173,828,173→117→125→6→66→1044→560581563→1079→1072→325→218→1029→128→828,13,37
173,59,173→614→1004→980→525→946→181→599→149→59,9,16
173,128,173→125→6→924→66→1044→560581563→1088→325→1029→10→17→128,12,54
173,616,173→693→194→946→587→616,5,31
173,1044,173→614→349→125→403→559→178→563807439→560581563→1044,9,21
173,560581563,173→125→6→66→1044→560581563,5,23
173,226,173→88→523→226,3,7
173,523,173→88→523,2,3
173,612,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→612,15,18
173,658,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658,14,22
173,146,173→614→693→194→606826647→525→673→12→397→591→1060→681→128→679→146,14,31
173,1052,173→693→1004→980→946→616→1052,6,20
173,515,173→88→515,2,3
173,78,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78,15,22
173,93,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→93,16,22
173,866,173→125→321→563807439→1079→1088→563807435→1029→10→851→820→828→616→658→78→866,15,56
173,114,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→114,16,26
173,841,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→841,16,26
173,1093,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→1093,15,33
173,1069,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→841→1069,17,27
173,661,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→841→1069→661,18,55
173,136,173→576073704→194→1031→6→1088→563807435→1029→10→17→26→42→460→147→898→653→1048→136,17,44
173,83,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→841→83,17,27
173,190,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→841→190,17,27
173,230,173→576073704→194→1031→6→1088→563807435→1029→215→10→851→820→828→616→658→78→841→190→230,18,28
173,955,173→576073704→194→342→125→321→563807439→1079→1088→325→1029→10→17→26→42→460→147→898→653→1048→136→143→978→955,23,38
286,286,286,0,1
286,693,286→693,1,1
286,262,286→88→576073704→194→102→6→718→1092→262,8,18
286,842,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→851→842,13,20
286,351,286→347→38→351,3,12
286,42,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→26→42,14,26
286,114,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→658→78→549009223→114,20,36
286,866,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866,16,28
286,1052,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→1052,15,24
286,908,286→88→576073704→194→342→908,5,22
286,1022,286→88→576073704→194→102→6→1022,6,25
286,661,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→661,17,37
286,78,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→549009223→78,18,31
286,749,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→1052→246→749,17,28
286,342,286→88→576073704→194→342,4,24
286,955,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→955,17,31
286,1069,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→1069,17,30
286,6,286→88→576073704→194→102→6,5,23
286,206,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→661→83→230→697→206,21,41
286,307,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→661→83→230→697→206→307,22,42
286,697,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→661→83→230→697,20,40
286,1098,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→955→1098,18,31
286,105,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→1069→105,18,31
286,1093,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→1069→105→114→1093,20,33
286,122,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→661→83→230→697→574→146→122,23,43
286,612,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→658→612,18,44
286,83,286→88→576073704→194→102→6→718→733→1020→560581551→215→10→17→828→616→728→866→955→83,18,36
223,576073704,223→614→194→576073704,3,8
1,1004,1→1004,1,1
1,614,1→614,1,1
1,223,1→614→223,2,3
1,946,1→1004→946,2,6
1,690,1→1004→436→980→946→690,5,13
1,693,1→614→693,2,2
1,38,1→614→173→88→38,4,12
1,194,1→614→194,2,3
1,126,1→1004→126,2,3
1,88,1→614→88,2,3
1,181,1→614→194→1077→181,4,25
1,802,1→614→194→802,3,7
1,525,1→1004→980→525,3,5
1,226,1→614→194→226,3,4
1,351,1→614→194→226→351,4,5
223,525,223→614→1004→980→525,4,21
223,980,223→614→1→1004→980,4,14
347,286,347→286,1,1
88,347,88→347,1,1
88,88,88,0,1
830,830,830,0,1
693,133,693→118→30→133,3,15
693,403,693→614→194→403,3,6
693,342,693→614→194→342,3,5
693,125,693→614→194→349→125,4,6
693,663,693→614→194→342→403→663,5,15
693,327,693→614→194→342→559→403→327,6,9
693,559,693→614→194→342→559,4,10
693,349,693→614→349,2,3
693,655,693→614→194→403→639→655,5,27
693,178,693→614→194→125→262→178,5,19
693,186,693→830→63→1077→181→599→59→362→186,8,70
693,780,693→614→194→342→403→780,5,15
693,689,693→173→689,2,9
693,334,693→614→194→403→559→1105→334,6,15
693,690,693→830→946→690,3,4
693,263,693→88→523→263,3,10
693,1109,693→614→173→88→523→1109,5,7
693,544,693→614→194→403→559→544,5,11
693,303,693→614→194→403→559→1105→303,6,17
693,131,693→614→194→403→559→551→672→131,7,33
693,672,693→614→194→403→559→1022→672,6,12
693,311,693→614→194→342→559→1105→303→311,7,29
693,596,693→614→194→226→596,4,7
693,470,693→614→194→102→470,4,7
693,914,693→88→523→914,3,5
693,916,693→173→349→125→924→66→1044→560581563→1079→1072→325→218→1029→215→628→916,15,25
693,258,693→88→523→72→266→258,5,15
693,597,693→88→523→258→597,4,29
223,181,223→693→88→63→181,4,32
223,50,223→173→349→6→321→66→1044→496345664→916→218→634→158→50,12,43
223,336,223→614→349→125→6→1044→1079→1072→218→916→75→10→17→336,13,42
223,930,223→693→88→515→351→287→436→802→15→362→149→50→930,12,57
223,42,223→614→349→125→321→178→27→496345668→218→1029→215→128→42,12,63
223,272,223→118→30→347→515→272,5,39
223,689,223→173→117→689,3,28
223,30,223→118→30,2,3
223,581,223→118→30→347→515→428→436→581,7,47
1126,1126,No valid edges,0,0
1126,1004,1126→1004,1,1
1126,830,1126→830,1,1
1126,126,1126→126,1,1
830,223,830→693→223,2,4
830,38,830→63→38,2,5
830,129,830→118→129,2,4
830,133,830→118→30→133,3,14
830,900,830→194→226→351→900,4,12
830,515,830→194→226→523→515,4,21
830,72,830→194→226→523→72,4,13
830,351,830→194→226→351,3,6
830,266,830→194→226→523→72→266,5,22
830,258,830→194→226→523→72→266→258,6,16
830,226,830→194→226,2,7
830,596,830→194→226→596,3,6
118,118,118,0,1
118,286,118→30→286,2,3
118,173,118→347→286→173,3,7
118,117,118→30→286→117,3,7
118,194,118→223→614→194,3,7
118,17,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17,11,16
118,658,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17→828→658,13,18
118,616,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17→828→658→616,14,19
118,612,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17→828→658→612,14,19
118,911,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17→482→658→616→728→911,16,25
118,93,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17→828→658→78→93,15,23
118,728,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17→482→658→616→728,15,24
118,866,118→693→576073704→194→1031→6→262→1088→563807435→1029→215→17→828→658→78→93→549009223→866,17,26
830,63,830→63,1,2
830,118,830→118,1,1
830,117,830→88→347→286→117,4,21
830,194,830→946→194,2,2
830,946,830→946,1,1
830,576073699,830→693→88→576073699,3,8
830,614,830→693→614,2,4
830,525,830→946→525,2,2
830,576073704,830→576073704,1,4
830,364,830→946→194→364,3,3
830,523,830→194→226→523,3,13
830,263,830→194→226→523→263,4,14
830,1109,830→194→226→1109,3,13
830,149,830→946→414→609→149,4,22
830,342,830→194→342,2,5
830,272,830→194→226→523→272,4,20
830,23,830→194→342→23,3,8
830,15,830→63→38→15,3,27
830,484682528,830→1004→1→614→194→349→125→403→484682528,8,19
830,327,830→194→342→559→23→327,5,6
830,56,830→194→226→342→56,4,12
830,268,830→576073704→194→342→23→484682528→327→1139→268,8,21
830,559,830→194→342→559,3,5
830,403,830→194→342→403,3,7
830,754,830→88→576073704→63→38→351→226→342→23→754,9,16
830,1105,830→1004→1→614→194→349→125→403→559→1105,9,22
126,272,126→223→173→117→576073699→272,5,13
126,351,126→223→614→173→88→515→523→351,7,16
126,311,126→1004→210→58→374→364→6→342→403→23→559→327→334→311,13,41
126,884,126→223→693→614→194→403→559→23→1139→639→327→966→884,12,18
126,952,126→1004→946→830→194→125→403→23→327→961→952,10,18
126,334,126→223→614→173→88→523→351→6→342→559→23→327→334,12,21
126,523,126→223→173→88→523,4,26
126,368,126→223→693→614→194→403→559→23→1139→639→327→966→952→884→1045→579→368,16,27
126,655,126→223→173→614→194→403→327→334→780→655,9,20
126,780,126→1004→606826647→210→194→349→125→403→780,8,25
126,159,126→223→614→194→342→351→266→258→159,8,25
126,52,126→223→693→614→194→403→559→23→1139→639→327→966→952→28→139→52,15,19
126,630,126→223→693→614→194→403→559→23→1139→639→327→966→952→314→583→630,15,30
126,800,126→223→693→614→194→403→559→23→1139→639→327→966→952→314→583→783→1101→675→800,18,25
126,1045,126→223→693→614→194→403→559→23→1139→639→327→966→952→977→1045,14,18
126,579,126→223→693→614→194→403→559→23→1139→639→327→966→952→28→579,14,26
126,335,126→223→693→614→194→403→559→23→1139→639→327→966→952→884→1045→368→335,16,32
126,977,126→223→693→614→194→403→559→23→1139→639→327→966→952→884→1045→977,15,33
126,382,126→606826651→606826647→210→194→364→6→342→403→23→559→327→334→780→466→382,15,22
126,596,126→1004→436→606826647→525→924→6→349→342→298→596,10,21
126,133,126→223→693→88→515→133,5,27
126,88,126→223→693→88,3,11
223,749,223→614→194→6→470→364→749,6,44
223,754,223→614→194→349→125→342→754,6,26
223,575,223→693→614→173→194→349→125→6→924→563807439→218→575,11,21
223,215,223→614→173→194→125→6→924→560581563→422→563807435→1029→215,11,35
223,549009203,223→118→30→286→88→576073704→194→6→262→1088→563807435→1029→215→128→549009203,14,17
223,841,223→614→173→125→194→403→342→6→1044→560581563→563807435→128→1052→534→621→549009223→866→841,17,63
223,114,223→118→30→286→88→576073704→194→6→262→1088→563807435→1029→215→17→820→811→828→616→658→612→866→114,21,33
223,1044,223→614→349→125→924→66→1044,6,15
223,1093,223→614→173→125→6→924→178→563807439→1079→1072→325→218→1029→215→10→17→820→811→616→1052→146→549009215→1093,22,34
223,381,223→614→349→125→6→924→381,6,38
223,222,223→614→173→125→194→342→6→1044→560581563→563807435→325→218→916→10→580→482→658→122→841→661→1069→83→222,22,60
223,78,223→286→173→194→342→1031→6→804→422→563807435→1029→215→128→616→534→621→549009227→852→136→429→437→445→794→7→78,24,62
223,534,223→118→30→286→88→576073704→194→6→262→1088→563807435→1029→215→17→820→828→616→658→534,18,70
223,773,223→436→576073704→194→102→6→262→422→563807435→560581551→1029→215→128→1052→123→7→445→852→136→839→773,20,29
223,217,223→614→349→194→6→470→381→374→749→128→976→911→147→202→898→217,15,47
223,17,223→614→349→125→321→178→27→496345668→218→215→10→17,11,47
223,651,223→436→576073704→194→6→262→422→563807435→1029→215→128→1052→123→7→445→852→136→1098→839→651,19,65
223,839,223→436→576073704→194→102→6→262→422→563807435→560581551→1029→215→128→1052→123→7→445→852→136→1098→839,20,25
223,924,223→614→173→125→924,4,21
223,202,223→614→173→125→194→6→1044→560581563→563807435→128→1052→728→202,12,32
223,169,223→436→576073704→194→102→6→262→422→563807435→325→218→916→10→580→482→658→616→976→911→898→169,20,56
223,62,223→614→194→6→262→422→563807435→560581551→1029→215→128→62,11,35
223,1039,223→118→30→286→88→576073704→194→6→262→1088→563807435→1029→215→17→820→811→828→616→658→612→866→841→1039,22,38
223,1098,223→436→576073704→194→102→6→262→422→563807435→560581551→1029→215→128→1052→123→7→445→852→136→1098,19,40
223,1048,223→436→576073704→194→102→6→262→422→563807435→560581551→1029→215→128→1052→123→7→445→852→136→1048,19,49
223,852,223→436→576073704→194→102→6→262→422→563807435→560581551→1029→215→128→1052→123→7→445→852,17,34
223,612,223→173→614→194→349→125→321→178→27→496345668→218→1029→215→10→17→26→42→633→820→811→616→658→612,22,47
223,146,223→126→1004→980→606826651→525→753→690→681→946→595→128→146,12,68
693,924,693→614→194→349→125→924,5,10
693,6,693→614→194→102→6,4,9
693,75,693→173→349→125→924→66→1044→1079→1072→325→218→75,11,18
693,10,693→614→194→125→924→66→1044→560581563→1079→1072→325→218→1029→215→10,14,58
693,811,693→614→194→6→924→1044→560581563→1088→563807435→1029→128→616→811,12,72
693,978,693→614→194→342→6→1044→560581563→563807435→1029→128→616→728→866→978,13,73
693,534,693→614→194→349→125→6→470→381→128→1052→534,10,45
693,976,693→576073704→194→1031→6→66→1044→560581563→1088→563807435→1029→128→976,12,52
693,136,693→614→194→364→381→924→1044→560581563→828→658→616→728→866→841→955→136,15,62
693,12,693→223→614→1→210→525→12,6,56
693,607344834,693→614→1004→606826647→525→607344834,5,24
693,607344862,693→614→1→210→606826647→525→673→607344862,7,20
693,651,693→614→194→364→381→924→1044→560581563→828→658→616→728→866→841→955→136→1098→651,17,64
693,237,693→223→614→194→364→381→924→1044→560581563→828→658→616→728→866→841→955→136→1098→651→237,19,32
693,711,693→223→614→194→364→381→924→1044→560581563→828→658→78→728→866→841→955→136→1098→651→711,19,38
693,839,693→614→194→1031→6→262→484682524→218→1020→560581551→215→17→828→658→866→978→955→1107→773→651→839,20,64
693,202,693→830→946→414→128→898→202,6,47
693,852,693→614→194→342→6→1044→560581563→563807435→1029→128→616→658→866→978→852,14,72
693,169,693→194→1031→6→262→484682524→218→1020→560581551→215→17→828→658→78→122→841→1069→307→1048→62→169,20,69
693,1039,693→614→194→364→381→924→1044→560581563→828→658→78→93→549009223→866→841→955→136→1098→651→1039,19,40
693,955,693→614→194→342→6→321→560581563→1088→325→218→10→851→828→658→866→955,15,80
693,1098,693→614→194→342→6→262→321→563807439→1079→1072→325→1029→215→17→828→658→78→866→978→955→1098,20,79
693,957,693→223→614→194→364→381→924→1044→560581563→828→658→616→728→866→841→955→136→1098→651→1039→380→957,21,38
693,1043,693→614→194→364→749→1043,5,20
693,203,693→223→614→194→364→381→924→1044→560581563→828→658→616→728→866→841→955→136→1098→852→203,19,36
693,207,693→614→194→364→381→924→1044→560581563→1088→325→218→10→851→828→616→1091→866→978→955→1107→773→651→1039→207,23,59
693,429,693→194→342→6→321→560581563→1088→325→218→10→851→828→658→866→978→955→136→1098→429,18,83
693,939,693→223→614→194→364→381→924→1044→560581563→828→658→616→728→866→841→955→136→939,17,38
693,1069,693→194→102→804→697→128→1052→146→658→1093→1048→978→1069,12,89
223,403,223→614→194→403,3,7
223,382,223→693→88→515→914→72→266→310→603→466→382,10,56
223,466,223→614→173→194→125→6→924→466,7,59
223,463,223→693→88→515→914→72→266→310→603→466→463,10,63
693,900,693→88→515→523→1109→351→900,6,25
223,741,223→693→830→946→414→741,5,11
223,599,223→614→194→226→54→523→272→133→515→38→181→189→1120→599,13,44
223,576073699,223→614→173→576073699,3,10
223,162,223→614→194→342→6→381→1044→560581563→563807435→1029→128→1052→616→911→872→162,15,79
223,390,223→614→194→390,3,16
223,866,223→614→173→194→349→125→6→924→563807439→218→1029→215→10→17→820→811→616→866,17,49
223,26,223→173→194→349→125→321→178→27→496345668→218→1029→215→10→17→26,14,30
223,820,223→614→349→125→321→178→27→496345668→218→1029→215→10→17→26→42→820,15,51
223,507,223→173→349→125→321→178→27→496345664→496345668→218→575→186→10703→802→266→351→56→342→605→507,19,36
223,961,223→173→194→403→327→451→966→961,7,67
223,327,223→614→194→403→327,4,17
223,429,223→436→576073704→194→102→6→262→422→563807435→560581551→1029→215→128→1052→123→7→445→852→136→1098→429,20,38
223,1056,223→173→349→125→321→178→27→496345664→496345668→218→215→628→851→842→834→820→728→1056,17,52
223,984,223→1→194→102→6→262→422→563807435→560581551→1029→215→128→1052→147→460→850→728→984,17,68
223,978,223→173→349→125→321→178→27→496345664→496345668→218→215→628→851→842→834→820→728→866→978,18,56
223,1016,223→173→349→125→321→178→27→496345664→496345668→218→575→186→10703→802→266→351→56→342→605→507→1016,20,29
830,1126,830→1126,1,2
830,470,830→946→194→102→470,4,4
223,1107,223→126→1004→606826651→606826647→525→753→690→946→128→1052→534→621→549009223→549009215→549009219→1093→1048→978→955→136→1107,21,52
223,54,223→614→194→54,3,5
223,136,223→436→576073704→194→102→6→262→422→563807435→560581551→1029→215→128→1052→123→7→445→852→136,18,27
223,697,223→173→125→6→262→560581563→1088→563807435→1029→215→17→10→128→146→697,14,58
223,794,223→614→173→125→194→403→342→6→1044→560581563→563807435→128→1052→534→621→549009223→549009215→549009219→1093→1048→978→963→794,22,40
223,101,223→286→173→194→342→1031→6→804→422→563807435→1029→215→128→616→534→621→549009227→852→136→429→437→445→794→101,23,30
223,445,223→693→118→63→560581559→181→189→1120→599→59→149→609→587→614454277→162→898→534→549009215→866→93→7→445,21,38
223,238,223→286→173→194→342→1031→6→804→422→563807435→1029→215→128→616→534→621→549009227→852→136→429→1098→955→866→549009223→93→78→658→728→460→898→238,30,41
223,828,223→173→194→342→6→321→178→27→563807439→484682524→218→560581551→215→10→851→828,15,32
223,358,223→286→173→194→342→1031→6→804→422→563807435→1029→215→128→616→534→621→549009227→852→136→429→1098→955→866→549009223→93→78→658→728→460→898→358,30,41
223,898,223→173→194→6→470→381→374→749→128→976→460→898,11,47
223,679,223→614→1→210→525→607344858→607344834→607344862→607344830→697→679,10,50
693,564,693→88→523→72→564,4,7
693,834,693→614→194→349→125→6→66→1044→560581563→563807435→1029→128→17→10→851→842→834,16,44
693,872,693→614→125→924→66→1044→560581563→1088→325→218→1029→128→872,12,81
693,307,693→576073704→194→342→6→1044→560581563→563807435→1029→128→10→17→828→616→658→866→978→307,17,54
693,1093,693→194→1031→6→924→381→128→1052→146→1093,9,79
693,1061,693→173→125→321→178→27→496345668→218→215→1061,9,47
693,93,693→614→436→194→364→749→374→381→128→1052→658→78→93,12,22
693,105,693→194→364→749→128→1052→534→549009215→549009219→1093→105,10,82
693,697,693→576073704→194→364→749→697,5,24
693,749,693→614→194→364→749,4,6
693,114,693→194→125→6→262→422→563807435→1029→128→616→866→114,11,70
1,830,1→1004→830,2,4
1,262,1→614→173→88→523→351→262,6,16
1,347,1→614→693→223→118→30→347,6,18
1,403,1→614→194→403,3,7
1,559,1→614→194→226→351→6→484682520→484682524→559,8,20
1,133,1→614→173→88→523→272→515→133,7,33
1,780,1→1004→980→606826651→732→753→525→54→364→356→194→342→403→663→780,14,20
1,334,1→436→194→226→351→6→484682520→551→544→559→1105→334,11,16
1,266,1→614→194→226→523→1109→351→266,7,26
1,564,1→614→194→226→596→272→523→564,7,21
1,72,1→614→173→88→523→72,5,15
1,1105,1→1004→980→525→194→226→351→6→484682520→484682524→559→1105,11,23
1,258,1→614→194→226→523→258,5,16
1,15,1→614→194→802→181→15,5,19
1,382,1→1004→980→606826651→732→753→525→54→364→356→194→342→403→780→466→382,15,26
1,125,1→194→125,2,5
1,466,1→1004→980→606826651→732→753→525→54→364→356→194→342→403→663→780→466,15,20
1,1109,1→614→173→88→523→1109,5,8
693,482,693→830→194→349→125→6→924→1044→560581563→482,9,36
693,27,693→614→194→125→6→321→178→27,7,19
693,563807439,693→614→194→125→321→563807439,5,16
693,733,693→194→125→6→321→560581563→128→422→697→718→733,10,22
693,531,693→88→1077→414→741→930→609→158→634→531,9,33
693,445,693→194→102→804→128→616→621→852→445,8,38
693,7,693→194→342→6→381→271→128→616→1052→123→7,10,31
693,591,693→576073704→194→749→591,4,19
693,794,693→576073704→194→342→6→1044→560581563→563807435→1029→128→17→828→658→866→978→307→1048→970→202→136→852→445→437→794,23,83
693,580,693→614→194→349→125→6→924→1044→560581563→580,9,22
693,851,693→173→349→125→924→66→1044→560581563→1079→1072→325→218→215→10→851,14,73
693,1107,693→830→88→1077→414→609→42→128→616→728→866→123→7→114→122→105→1093→1069→307→978→955→1048→1107,22,51
693,1029,693→614→194→125→6→924→66→1044→560581563→563807435→1029,10,40
693,83,693→576073704→194→1031→6→1088→563807435→560581551→215→17→828→658→1093→1048→307→83,15,79
693,381,693→614→194→349→125→6→924→381,7,13
693,230,693→614→194→1031→6→1088→563807435→1029→128→17→828→616→728→866→123→7→114→122→105→1093→841→190→230,22,76
693,1048,693→614→194→364→749→697→307→1048,7,80
693,903,693→194→342→6→1088→563807435→560581551→215→128→616→123→7→852→136→1098→711→903,16,28
693,206,693→830→194→364→749→697→206,6,26
693,553,693→194→342→125→563807439→484682524→563807435→560581551→1029→215→10→851→842→834→820→828→616→658→612→122→661→1069→83→1043→307→1048→978→136→939→852→553,30,49
693,62,693→614→576073704→194→342→6→1044→560581563→563807435→1029→128→62,11,56
693,159,693→194→226→342→56→159,5,40
693,222,693→194→342→6→1088→563807435→1029→128→616→123→7→852→136→1098→711→859→225→202→651→169→62→1048→222,22,72
693,507,693→194→342→56→159→900→507,6,31
693,908,693→88→523→351→908,4,17
693,707,693→223→118→173→576073699→133→515→287→908→351→266→258→597→484→707,14,26
693,556,693→223→118→173→576073699→133→515→287→908→351→266→258→597→814→556,14,25
693,84,693→347→30→515→133→523→266→258→597→814→1054→84,11,26
693,935,693→194→226→342→56→159→507→597→484→707→171→588→935,12,24
693,171,693→194→342→56→159→507→597→484→707→171,9,34
347,30,347→30,1,1
693,560581559,693→88→63→181→560581559,4,16
173,88,173→88,1,1
173,38,173→88→38,2,2
173,42,173→693→946→587→42,4,44
173,263,173→117→576073699→272→523→263,5,12
173,26,173→349→125→66→1044→560581563→1079→1072→325→1029→215→10→17→26,13,44
173,272,173→576073699→272,2,3
173,258,173→88→515→523→258,4,7
173,351,173→88→523→351,3,5
173,336,173→614→693→946→181→609→50→158→634→42→336,10,24
173,614454277,173→349→194→6→924→128→614454277,6,13
173,564,173→88→523→564,3,16
173,72,173→88→515→523→72,4,5
173,197,173→614→1004→606826647→525→607344858→607344862→12→197,8,20
173,609,173→693→194→946→609,4,22
173,15,173→614→946→690→685→1077→181→15,7,48
173,362,173→38→181→15→362,4,14
173,414,173→693→830→946→414,4,18
173,741,173→693→194→946→181→741,5,12
173,1109,173→88→523→1109,3,5
173,728,173→693→1004→980→946→976→866→728,7,15
173,685,173→614→349→125→6→685,5,24
173,214,173→194→804→697→128→214,5,23
173,246,173→125→6→924→66→1044→560581563→1088→325→563807435→1029→10→17→128→246,14,30
173,924,173→349→6→924,3,11
173,325,173→117→125→6→66→1044→560581563→1079→1072→325,9,12
173,872,173→614→946→872,3,19
173,911,173→614→946→587→911,4,13
173,852,173→125→321→563807439→1079→1088→325→1029→10→17→26→42→460→147→898→653→1048→136→852,18,28
173,437,173→125→321→563807439→1079→1088→325→1029→10→17→26→42→460→147→898→653→1048→136→852→437,19,24
173,445,173→125→321→563807439→1079→1088→325→1029→10→17→26→42→460→147→898→653→1048→136→852→445,19,29
173,749,173→349→194→364→749,4,14
1004,347,1004→830→118→347,3,18
1004,523,1004→1→614→173→88→523,5,12
1004,914,1004→980→525→54→194→226→351→914,7,14
1004,908,1004→614→173→88→523→1109→351→908,7,31
1004,133,1004→614→194→226→523→515→133,6,17
1004,560581559,1004→830→560581559,2,5
1004,118,1004→830→118,2,4
1004,272,1004→614→194→226→523→272,5,25
1004,30,1004→830→118→30,3,13
1004,102,1004→1→614→194→102,4,18
1004,310,1004→436→310,2,7
1004,466,1004→980→194→342→403→780→466,6,49
1004,900,1004→1→614→173→88→523→72→900,7,16
1004,258,1004→1→614→173→88→523→72→266→258,8,25
1004,780,1004→980→525→194→342→403→780,6,32
1004,463,1004→980→194→342→403→780→463,6,25
1004,589508447,1004→946→525→54→194→342→403→780→589508447,8,34
1004,382,1004→980→606826651→525→54→364→194→342→403→780→466→382,11,24
1004,364,1004→194→364,2,8
1004,606826651,1004→980→606826651,2,2
1004,576073699,1004→1→614→173→576073699,4,6
980,980,980,0,1
946,946,946,0,1
980,525,980→525,1,1
980,753,980→525→753,2,2
980,946,980→946,1,1
946,980,946→980,1,1
980,1126,980→1126,1,2
980,732,980→732,1,2
980,118,980→946→830→118,3,5
1004,606826647,1004→980→606826647,2,2
980,830,980→946→830,2,3
980,414,980→946→414,2,5
980,606826651,980→606826651,1,1
980,181,980→525→753→690→685→1077→181,6,54
980,609,980→946→609,2,3
980,50,980→946→414→609→50,4,16
1004,606826659,1004→1→606826647→525→606826659,4,4
980,634,980→1004→830→946→414→609→50→634,7,21
1004,1077,1004→830→1077,2,8
1004,181,1004→830→946→181,3,8
830,30,830→118→30,2,7
830,802,830→194→802,2,7
693,460,693→576073704→194→54→749→607344830→679→238→604→898→147→460,11,50
693,280,693→223→173→125→484682520→262→178→27→496345668→218→215→1061→17→728→460→898→280,16,63
693,147,693→830→946→414→460→147,5,44
693,390,693→88→390,2,4
693,321,693→614→194→125→321,4,9
693,828,693→614→194→349→125→6→924→1044→560581563→1088→563807435→1029→128→828,13,42
693,679,693→436→606826647→525→673→749→679,6,16
693,225,693→614→576073704→194→342→6→1044→560581563→563807435→1029→128→10→17→828→616→658→78→549009223→841→978→852→202→209→225,23,49
693,963,693→173→436→576073704→194→1031→6→262→422→563807435→560581551→215→17→26→828→658→78→122→841→1069→307→1048→970→202→651→1098→852→963,27,68
693,118,693→118,1,1
693,66,693→614→194→349→125→924→66,6,9
693,428,693→347→38→428,3,7
693,581,693→88→576073704→436→581,4,28
693,30,693→118→30,2,5
830,173,830→693→173,2,6
830,1004,830→1004,1,2
830,286,830→693→118→30→286,4,13
830,88,830→88,1,3
830,1,830→1004→1,2,4
830,436,830→436,1,3
830,689,830→194→226→523→689,4,8
830,181,830→63→181,2,6
830,1077,830→946→1077,2,8
830,606826647,830→1004→980→606826647,3,10
830,50,830→946→609→50,3,8
830,908,830→194→226→351→908,4,13
830,303,830→576073704→194→342→403→559→1105→303,7,18
223,6,223→614→173→349→125→6,5,8
223,125,223→173→349→125,3,10
223,321,223→173→194→342→6→321,5,12
223,66,223→614→194→349→125→924→66,6,10
223,218,223→173→349→6→924→66→1044→1079→1072→325→218,10,27
223,599626923,223→173→349→6→321→66→1044→496345664→916→218→634→158→599626923,12,21
223,186,223→286→347→515→149→186,5,53
223,483,223→286→347→515→149→186→483,6,25
223,214,223→126→1004→606826651→606826647→525→753→690→946→128→214,10,29
223,772,223→126→1004→946→194→576073704→436→523→596→564→597→814→707→171→588→296→772,16,27
223,814,223→126→1004→946→194→576073704→436→523→596→564→597→814,11,32
693,560581551,693→436→576073704→194→1031→6→262→484682524→563807435→560581551,9,51
693,1139,693→88→194→403→1139,4,24
693,268,693→576073704→194→403→268,4,16
693,117,693→173→117,2,5
