start_node,end_node,path,path_length,edges_used
1015,575,1015→919→927→940→672→6→262→255→575,8,30
1015,549009203,1015→919→927→940→672→6→1031→470→804→697→422→128→549009203,12,53
1015,17,1015→919→927→940→672→6→1031→470→804→697→422→128→17,12,62
1015,10,1015→919→927→940→672→6→1031→470→804→697→422→128→17→10,13,62
1015,149,1015→919→84→132→940→672→6→262→1104→1096→1113→362→149,12,23
1015,50,1015→919→927→940→672→6→262→255→155→218→575→186→50,12,67
1015,146,1015→919→84→132→940→672→6→924→697→146,9,19
1015,595,1015→919→927→940→672→6→262→255→575→362→595,10,51
1015,634,1015→919→927→940→672→6→1031→470→804→697→422→128→634,12,57
1015,422,1015→919→927→940→672→6→1031→470→685→804→697→422,11,42
1015,679,1015→919→84→132→940→1108→672→6→924→697→146→679,11,16
1015,1093,1015→919→84→132→940→672→6→924→697→146→1093,10,20
1015,574,1015→919→84→132→940→1108→672→6→924→697→574,10,20
1015,563807435,1015→919→927→940→672→6→1031→470→697→1088→563807435,10,41
1015,42,1015→919→927→940→672→6→102→804→697→128→42,10,45
1015,26,1015→919→927→940→672→6→1031→470→804→697→128→26,11,52
1015,1029,1015→919→927→940→672→6→262→255→155→575→218→1029,11,54
1015,83,1015→919→84→132→940→672→6→924→697→83,9,29
1015,1107,1015→919→927→940→672→6→924→697→307→1048→1107,10,47
1015,1043,1015→919→84→132→940→672→6→924→697→146→1043,10,23
211,363,211→1015→363,2,2
211,84,211→1015→919→84,3,7
211,919,211→1015→919,2,2
211,1021,211→1015→919→1021,3,9
211,940,211→1015→919→84→132→940,5,16
211,671,211→1015→767→1021→844→906→774→965→671,8,17
211,442,211→1015→767→1021→906→274→610→434→442,8,28
211,1022,211→1015→919→84→132→940→672→1022,7,13
211,6,211→1015→919→84→132→940→672→6,7,12
211,800,211→1015→919→927→940→1108→662→638→783→675→800,10,55
211,1101,211→1015→919→84→132→940→1108→672→484682512→831→783→1101,11,38
211,783,211→1015→919→84→132→940→1108→662→638→783,9,50
211,171,211→935→171,2,16
211,314,211→1015→919→84→132→940→484682516→484682512→831→783→583→314,11,43
211,583,211→1015→919→927→940→1108→484682512→831→783→583,9,53
211,526157192,211→1015→767→526157192,3,11
211,484682512,211→1015→919→84→132→940→672→484682516→484682512,8,25
1015,919,1015→919,1,1
1015,84,1015→919→84,2,2
1015,940,1015→919→927→940,3,8
1015,132,1015→919→84→132,3,8
1015,342,1015→919→84→132→940→672→56→342,7,12
1015,690,1015→919→84→132→940→672→6→262→685→690,9,16
1015,560581563,1015→919→132→940→672→6→102→128→560581563,8,39
1015,1048,1015→919→84→132→940→672→6→924→697→1093→1048,10,25
1015,62,1015→919→927→940→672→6→924→697→146→679→238→62,11,42
1015,587,1015→919→927→940→672→6→470→804→128→587,9,46
1015,186,1015→919→84→132→940→672→6→262→1104→1096→1113→362→186,12,33
1015,651,1015→919→84→132→940→672→6→924→574→190→83→222→1043→1048→177→773→839→651,17,54
1015,54,1015→919→927→940→672→6→102→364→194→54,9,51
1015,980,1015→919→84→132→940→672→6→102→364→194→980,10,52
1015,549009211,1015→919→927→940→672→6→470→804→128→549009211,9,50
1015,190,1015→919→84→132→940→672→6→924→697→931→841→190,11,25
1015,202,1015→919→927→940→672→6→924→697→146→1093→604→898→202,12,64
1015,604,1015→919→927→940→1108→672→6→924→697→146→679→238→604,12,32
1015,197,1015→919→927→940→672→6→381→374→749→681→197,10,38
1015,614454277,1015→919→84→132→940→672→6→381→374→749→681→197→975→614454277,13,70
1015,872,1015→919→927→940→672→6→924→697→146→128→872,10,53
1015,222,1015→919→84→132→940→672→6→381→697→307→1043→222,11,35
1015,230,1015→919→810→819→940→484682516→672→6→924→697→841→190→83→230,13,29
1015,898,1015→919→927→940→672→6→924→697→146→128→898,10,48
1015,609,1015→919→927→940→672→6→262→629→1104→1096→1113→362→59→609,13,49
1015,1052,1015→919→84→132→940→672→6→924→697→146→1052,10,26
1015,728,1015→919→84→132→940→672→6→381→374→128→1052→866→728,12,71
1015,280,1015→919→84→132→940→672→6→924→697→146→1093→898→280,12,33
1015,350,1015→919→927→940→672→6→924→697→146→1093→350,10,39
1015,616,1015→919→927→940→672→6→924→697→146→1052→616,10,48
1015,358,1015→919→927→940→672→6→924→697→146→1093→604→898→358,12,53
1015,525,1015→919→927→940→672→6→262→685→690→946→525,10,47
1015,162,1015→919→84→132→940→672→6→381→924→697→146→128→162,12,27
1015,976,1015→919→84→132→940→672→6→924→697→146→128→162→898→976,13,37
304,910,304→363→84→910,3,4
304,800,304→363→84→910→608→440→630→800,7,55
304,694,304→363→84→910→608→440→630→800→694,8,48
304,704,304→363→84→132→672→488→440→630→800→694→704,10,29
363,484682512,363→84→132→940→484682512,4,22
363,422,363→84→132→940→672→6→102→804→697→422,9,46
363,595,363→84→132→940→672→6→262→629→1104→1096→1113→362→595,12,42
363,560581551,363→84→132→672→6→1031→470→697→422→563807435→560581551,10,58
363,911,363→84→132→940→672→6→924→697→146→128→911,10,31
363,741,363→84→132→940→672→6→262→685→741,8,30
363,839,363→84→132→940→672→6→924→574→190→83→839,10,35
363,563807435,363→84→132→940→672→1022→6→102→470→484682524→563807435,10,27
363,1020,363→84→132→940→672→6→262→629→1096→1113→907→575→1020,12,31
363,12,363→84→132→940→672→6→924→58→749→12,9,42
363,970,363→84→132→940→672→6→924→697→574→190→307→1048→970,12,53
363,140,363→84→132→940→672→6→924→697→146→128→140,10,50
363,189,363→84→132→672→6→262→1104→1096→1113→599→189,10,44
363,197,363→84→132→940→672→6→381→374→749→681→197,10,38
363,230,363→84→132→940→672→6→924→697→230,8,24
363,214,363→84→132→940→672→6→381→374→749→128→214,10,25
363,642,363→84→132→940→672→6→381→924→697→574→642,10,24
363,143,363→526157192→526157196→84→132→940→672→6→924→381→673→697→841→230→190→83→1043→1048→955→978→143,20,29
363,1096,363→84→132→940→672→6→262→629→1104→1096,9,14
363,1120,363→84→132→940→672→6→262→1104→1096→1113→362→599→1120,12,28
363,977,363→84→132→940→672→488→440→583→314→355→884→1045→977,12,60
363,1058,363→84→1021→1085→484682512→831→783→583→314→344→1058,10,47
363,549009211,363→84→132→940→672→6→262→685→946→549009211,9,45
363,549009219,363→84→132→940→672→6→924→673→697→574→146→1093→549009219,12,26
363,661,363→84→132→940→672→6→924→381→673→697→841→1093→136→661,13,25
363,1069,363→84→132→940→672→6→924→697→307→1069,9,23
363,114,363→84→132→940→672→6→470→381→673→697→841→1093→114,12,30
363,78,363→84→132→940→672→6→102→685→414→741→930→595→42→26→128→271→658→534→123→78,19,30
363,658,363→84→132→940→672→6→470→804→697→146→1052→658,11,52
620,1113,620→1125→608→680→672→6→262→1104→1096→1113,9,35
620,599,620→910→527696977→672→6→262→1104→1096→1113→362→15→599,11,24
620,59,620→910→527696977→672→6→262→1104→1096→1113→362→59,10,23
620,64,620→910→527696977→672→6→262→1104→1096→1113→64,9,27
484,582,484→582,1,1
484,484,484,0,1
484,620,484→582→620,2,2
484,1125,484→582→288→1125,3,4
484,680,484→582→620→1125→608→680,5,10
484,527696977,484→582→620→1125→910→527696977,5,8
484,672,484→582→620→1125→608→910→527696977→672,7,13
484,800,484→582→620→1125→608→680→488→440→630→800,9,22
484,694,484→582→620→1125→608→910→527696977→488→440→630→800→694,11,24
484,961,484→582→620→1125→608→680→488→440→630→800→694→961,11,29
484,704,484→582→620→1125→608→910→527696977→488→440→630→800→694→704,12,30
484,52,484→582→620→1125→608→680→488→440→800→675→952→28→139→52,13,41
484,1101,484→582→620→1125→630→800→1101,6,25
484,56,484→582→620→1125→608→910→527696977→672→56,8,16
484,20,484→582→620→1125→608→680→488→440→800→675→952→964→961→139→52→20,15,32
484,328,484→582→620→910→527696977→488→440→630→800→1101→328,10,23
484,888,484→582→620→1125→608→910→527696977→488→440→583→675→952→28→139→52→888,15,40
363,349,363→84→132→940→672→6→349,6,10
363,125,363→84→132→940→672→6→349→125,7,9
363,609,363→84→132→940→672→6→102→685→741→414→609,10,60
363,810,363→84→810,2,9
363,356,363→84→132→940→672→6→102→356,7,18
363,63,363→84→132→940→672→6→102→194→63,8,15
363,206,363→84→132→940→672→6→924→697→206,8,17
363,307,363→84→132→940→672→6→924→697→307,8,21
363,190,363→84→132→940→672→6→924→931→574→190,9,20
363,169,363→84→132→940→672→6→924→697→146→679→238→604→898→169,13,40
363,255,363→84→132→940→672→6→262→255,7,15
363,812,363→84→132→940→672→6→924→697→146→679→812,10,52
363,919,363→84→919,2,2
363,1085,363→84→132→940→1085,4,17
363,687,363→84→919→927→940→819→810→772→687,8,18
363,1030,363→767→1021→844→478→9→1111→1086→670→1006→1030,10,20
363,442,363→84→919→1021→844→906→774→965→434→442,9,36
363,163,363→84→132→940→672→579→440→630→800→694→163,10,52
363,139,363→84→132→940→488→440→583→675→952→961→139,10,77
363,590,363→84→810→590,3,26
363,671,363→84→919→1021→844→906→774→965→671,8,23
363,772,363→772,1,7
363,888,363→84→132→940→672→952→977→988→427→888,9,61
363,52,363→84→132→940→672→488→440→952→28→139→52,10,62
363,320,363→767→962→656→320,4,19
363,281,363→84→810→590→274→906→774→610→434→965→671→281,11,59
363,1121,363→84→526157196→440→630→800→675→952→139→52→20→1121,11,86
363,484682520,363→84→132→940→672→484682520,5,13
363,954,363→84→132→940→672→484682520→986→484682524→598→520→954,10,63
363,484682524,363→84→132→940→672→579→484682524,6,14
363,243,363→84→132→940→672→484682516→484682512→484682520→243,8,16
363,252,363→84→132→940→1108→672→484682516→484682512→1062→1038→862→1090→252,12,41
363,847,363→84→132→940→672→484682516→484682512→484682520→1062→1038→862→156→252→847,13,47
363,605,363→84→132→940→672→56→159→605,7,13
363,1023,363→84→132→940→672→484682520→484682524→598→520→1023,9,54
363,981,363→767→1021→844→478→945→1026→182305713→484682512→893→862→1090→1035→806→873→981,15,76
363,312782604,363→84→132→940→672→484682516→484682512→484682520→243→156→252→678→1035→600→806→873→981→312782604,17,60
962,831,962→767→1021→783→831,4,8
962,180,962→767→1101→328→180,4,13
962,1031,962→767→1021→783→440→488→484682512→672→1022→1031,9,13
962,36,962→767→1101→328→996→36,5,21
962,551,962→767→1021→783→831→484682512→672→551,7,10
962,657,962→767→1021→844→648→943→657,6,16
767,551,767→1021→783→831→484682512→672→1022→551,7,12
767,366,767→1021→919→927→940→672→6→262→629→685→366,10,16
962,1022,962→767→1021→919→927→940→1108→672→1022,8,15
962,1105,962→767→1021→1085→940→672→579→303→1105,8,34
962,884,962→767→1021→783→831→484682512→672→579→884,8,18
962,131,962→767→1021→783→831→484682512→672→131,7,15
328,767,328→1101→767,2,5
328,783,328→1101→783,2,2
328,943,328→943,1,10
328,656,328→1101→783→1021→767→962→656,6,18
328,844,328→1101→783→1021→844,4,10
328,484682512,328→1101→783→831→484682512,4,4
328,440,328→1101→783→440,3,3
328,952,328→1101→783→831→484682512→1108→672→952,7,16
328,56,328→1101→783→583→675→579→672→56,7,10
328,961,328→1101→783→583→675→952→961,6,45
328,998,328→1101→783→831→579→672→998,6,10
328,120,328→1101→783→583→314→344→163→120,7,47
328,1108,328→1101→783→831→484682512→1108,5,6
328,1021,328→1101→783→1021,3,6
328,180,328→180,1,5
328,1022,328→1101→783→831→579→672→1022,6,13
767,733,767→1021→1085→940→672→6→262→629→1020→733,9,16
767,599,767→1021→1085→940→672→6→262→1092→629→907→599,10,19
962,148,962→767→1021→844→648→187→148,6,13
363,718,363→84→132→940→672→6→262→1092→718,8,21
363,218,363→84→132→940→672→6→262→255→64→575→218,10,40
171,304,171→304,1,1
171,962,171→304→962,2,4
171,363,171→304→363,2,2
171,1015,171→304→363→1015,3,3
171,767,171→304→363→767,3,4
171,526157192,171→304→363→526157192,3,3
171,211,171→304→962→211,3,22
171,597,171→304→363→767→1021→919→84→132→940→1108→814→597,11,19
171,940,171→304→363→767→1021→84→132→940,7,27
171,484682516,171→304→363→767→1021→919→84→132→940→484682516,9,24
171,484682512,171→304→363→767→1021→919→84→132→940→484682512,9,20
171,1101,171→304→363→84→132→940→672→484682512→831→783→1101,10,30
171,171,171,0,1
171,583,171→304→363→767→1021→919→84→132→940→484682512→488→440→675→583,13,31
171,1021,171→304→363→767→1021,4,9
171,656,171→304→962→656,3,5
171,800,171→304→363→84→132→940→672→484682512→831→783→1101→800,11,26
767,620,767→1021→919→84→363→620,5,10
767,919,767→1021→919,2,4
767,830,767→1021→919→927→940→672→1022→6→1031→102→194→946→830,12,15
767,534,767→1021→1085→940→672→6→924→697→146→534,9,25
767,841,767→1021→1085→940→672→6→924→574→697→1093→841,10,33
767,549009215,767→1021→919→927→940→672→1022→6→924→697→146→1093→549009215,12,19
767,621,767→1021→1085→484682512→672→1022→6→924→574→841→697→206→1048→1093→549009215→621,15,45
767,230,767→1021→919→927→940→672→1022→1031→6→381→697→230,11,29
767,549009223,767→1021→919→927→940→672→1022→1031→6→381→749→697→574→146→1093→136→852→445→7→549009223,19,46
767,78,767→1021→1085→940→672→6→1031→470→381→697→146→658→78,12,51
767,143,767→1021→1085→940→672→6→125→466→924→146→574→1093→1048→978→143,14,52
304,84,304→363→84,2,2
304,908,304→363→84→132→940→672→908,6,13
304,952,304→363→84→132→940→672→952,6,31
304,303,304→363→84→132→940→672→342→998→23→327→1105→303,11,30
304,311,304→363→84→132→940→672→998→23→327→1105→303→311,11,45
304,131,304→363→84→132→940→672→998→966→884→131,9,40
304,884,304→363→620→910→527696977→672→998→23→327→1105→303→884,11,57
304,966,304→363→84→910→527696977→672→998→23→327→1105→303→884→966,12,45
304,451,304→363→84→132→940→672→998→23→327→1105→303→311→451,12,32
304,1105,304→363→84→132→940→672→544→579→303→1105,9,52
304,961,304→363→84→132→940→672→488→440→630→800→961,10,54
620,704,620→1125→608→440→630→800→694→704,7,39
1015,211,1015→211,1,1
1015,935,1015→211→935,2,6
1015,962,1015→767→962,2,5
1015,656,1015→767→962→656,3,13
1015,1021,1015→919→1021,2,2
1015,783,1015→919→84→132→940→1108→484682512→831→783,8,32
1015,1128,1015→767→1021→844→478→1128,5,8
1015,844,1015→919→1021→844,3,4
1015,662,1015→919→84→132→940→672→579→662,7,18
1015,945,1015→767→1021→844→478→945,5,10
1015,625,1015→767→1021→844→478→1128→625,6,19
1015,1108,1015→919→84→132→940→1108,5,13
1015,450,1015→1021→844→478→945→625→577→854→450,8,49
1015,1006,1015→767→1021→844→478→9→906→774→965→671→1006,10,67
1015,981,1015→767→1021→844→882→940→484682516→986→484682520→1062→1038→1070→1047→201→981,14,84
1015,599,1015→919→84→132→940→672→6→262→1104→1096→1113→599,11,27
1015,182305693,1015→767→1021→844→882→940→484682516→484682512→182305713→182305709→1038→1070→1047→201→981→182305693,15,39
1015,1030,1015→767→962→656→320→1030,5,39
1015,320,1015→767→962→656→320,4,10
1015,1077,1015→919→84→132→940→672→6→262→685→1077,9,18
1015,924,1015→919→84→132→940→672→6→924,7,16
1015,364,1015→919→84→132→940→672→6→1031→470→364,9,16
1015,804,1015→919→927→940→672→6→1031→470→804,8,19
1015,841,1015→919→84→132→940→672→6→924→381→673→697→931→841,12,32
1015,147,1015→919→84→132→940→672→6→924→697→146→128→898→147,12,36
1015,136,1015→919→927→940→672→6→924→697→1093→1048→136,10,39
1015,158,1015→919→927→940→672→6→262→1104→1096→255→1113→64→362→930→549009203→634→158,16,78
767,699,767→1021→919→927→940→1108→672→484682512→675→699,9,20
767,1113,767→1021→919→927→940→672→6→262→1092→629→255→1113,11,25
767,1096,767→1021→919→927→940→672→6→262→629→1096,9,16
767,189,767→1021→1085→940→672→6→262→1092→629→907→599→189,11,26
767,181,767→1021→919→927→940→672→6→102→685→366→181,10,25
767,255,767→1021→919→927→940→672→6→262→255,8,16
767,155,767→1021→919→927→940→484682516→672→6→262→629→255→155,11,14
767,1104,767→1021→919→927→940→672→6→262→629→1104,9,11
767,560581559,767→1021→919→927→940→672→6→685→690→1077→181→560581559,11,33
767,753,767→1021→919→927→940→672→6→924→381→194→753,10,30
767,976,767→1021→1085→940→672→6→924→697→146→128→898→976,11,54
767,525,767→1021→1085→940→484682516→672→6→685→690→753→525,10,28
767,549009211,767→1021→1085→940→484682516→672→6→381→374→749→128→549009211,11,40
767,606826651,767→1021→919→927→940→672→6→1031→470→102→690→753→606826651,12,25
767,614454277,767→1021→1085→940→672→6→924→381→374→749→128→614454277,11,34
767,54,767→1021→927→940→484682516→98→672→6→1031→470→102→364→749→54,13,23
767,975,767→1021→919→940→672→6→381→374→749→681→975,10,57
767,851,767→1021→1085→940→622→590→687→484682508→1037→834→842→851,11,71
767,162,767→1021→919→927→940→672→6→381→697→146→1043→128→162,12,32
767,634,767→1021→1085→940→672→6→804→697→128→634,9,61
1015,304,1015→363→304,2,11
1015,772,1015→772,1,5
1015,488,1015→919→84→132→940→1108→672→488,7,13
1015,630,1015→919→927→940→672→488→440→630,7,56
1015,830,1015→919→84→132→940→672→6→102→194→830,9,14
1015,440,1015→919→84→132→940→672→440,6,37
1015,298,1015→919→84→132→940→672→1022→342→298,8,9
1015,226,1015→919→84→132→940→672→6→1022→342→226,9,16
1015,596,1015→919→927→940→672→6→342→226→596,8,18
1015,12,1015→919→927→940→672→6→470→364→749→12,9,43
1015,607344862,1015→919→927→940→672→6→381→374→749→128→231→679→607344854→607344862,13,48
1015,673,1015→919→927→940→484682516→672→6→924→381→58→749→673,11,49
1015,606826647,1015→919→927→940→672→6→924→194→606826647,8,52
1015,576073704,1015→919→810→819→940→672→6→102→194→576073704,9,21
1015,210,1015→919→810→819→940→1108→672→6→924→194→210,10,18
1015,88,1015→919→810→819→940→1108→672→6→1031→102→194→576073704→88,12,22
1015,1116,1015→919→927→940→672→6→924→697→146→1093→653→1116,11,35
1015,658,1015→919→84→132→940→672→6→924→697→146→1052→658,11,22
1015,675,1015→919→84→132→940→484682516→484682512→831→783→583→675,10,32
1015,484682512,1015→919→84→132→940→1108→672→484682516→484682512,8,20
1015,629,1015→919→927→940→672→6→262→629,7,15
1015,1060,1015→919→84→132→940→672→6→1031→470→364→128→681→1060,12,30
1015,1004,1015→919→84→132→940→672→6→351→802→15→599→181→560581559→946→980→1004,15,34
1015,246,1015→919→927→940→672→6→381→374→749→697→246,10,44
1015,880,1015→919→84→132→940→672→6→924→697→146→128→898→880,12,32
1015,67,1015→919→927→940→672→6→1031→470→102→804→128→67,11,39
1015,238,1015→919→927→940→1108→672→6→924→697→146→679→238,11,25
1015,206,1015→919→927→940→672→6→924→697→206,8,30
1015,534,1015→919→84→132→940→672→6→1031→470→381→697→146→534,12,24
1015,975,1015→919→927→940→672→6→470→804→697→128→681→197→975,12,41
1015,549009215,1015→919→84→132→940→672→6→924→381→697→146→1093→549009215,12,23
1015,978,1015→919→84→132→940→672→6→924→697→307→1048→978,11,41
1015,198,1015→919→927→940→672→6→924→697→190→198,9,32
1015,955,1015→919→84→132→940→672→6→381→697→307→1048→955,11,44
1015,169,1015→919→927→940→672→6→924→697→146→1093→62→169,11,71
1015,839,1015→919→84→132→940→672→6→924→381→697→307→1048→136→839,13,55
1015,773,1015→919→84→132→940→672→6→924→381→673→697→307→1048→62→773,14,46
1015,460,1015→919→84→132→940→672→6→924→697→146→128→162→898→460,13,25
767,186,767→1021→919→927→940→672→6→262→255→1113→907→362→186,12,40
767,681,767→1021→1085→940→672→6→924→381→374→128→1043→681,11,31
767,350,767→1021→1085→940→672→6→924→697→146→1093→358→350,11,26
767,218,767→1021→919→927→940→484682516→672→6→262→629→255→155→218,12,23
767,560581551,767→1021→1085→940→672→6→262→629→255→575→560581551,10,42
767,1029,767→1021→1085→484682512→672→6→924→381→374→804→128→1029,11,46
767,609,767→1021→919→927→940→672→6→1031→470→804→128→609,11,36
767,149,767→1021→526322264→940→672→6→262→1104→1096→1113→362→149,11,38
767,271,767→1021→919→927→940→672→6→924→381→697→146→1052→271,12,21
767,828,767→1021→919→927→940→672→6→804→697→422→128→17→820→828,13,36
767,59,767→1021→919→84→132→940→672→6→262→1092→629→907→362→59,13,23
363,23,363→84→132→940→672→1022→342→559→23,8,15
363,414,363→84→132→940→672→6→102→685→414,8,29
363,606826647,363→84→132→940→672→6→924→194→525→606826647,9,23
363,147,363→84→132→940→672→6→381→697→146→128→898→147,11,48
363,35,363→84→132→940→672→1022→1031→6→924→381→374→749→128→62→35,14,26
363,217,363→84→132→940→672→6→924→381→374→128→898→147→202→217,13,56
363,67,363→84→132→940→672→6→924→381→374→749→549009211→587→128→67,13,50
962,128,962→767→1021→1085→484682512→672→1022→1031→6→924→381→374→128,12,34
962,344,962→767→1021→783→583→314→344,6,41
962,311,962→767→1021→919→927→940→1108→672→579→1105→327→303→311,12,25
363,1108,363→84→132→940→1108,4,7
363,36,363→767→526157192→526157196→1021→783→1101→344→163→180→36,10,21
363,488,363→84→132→940→672→488,5,5
363,120,363→767→1021→783→1101→344→163→120,7,49
363,1106,363→767→526157192→526157196→1021→783→1101→344→163→180→1106,10,52
363,638,363→84→132→940→484682512→831→783→638,7,46
363,1102,363→84→132→940→672→484682512→2→1102,7,36
363,610,363→84→919→810→819→940→279→906→274→610,9,33
363,234,363→84→132→940→484682512→1026→945→182305709→889→1038→862→1090→1023→289→234,14,88
363,1038,363→767→1021→844→882→484682512→1026→945→182305709→1038,9,38
363,201,363→767→1021→84→132→940→484682512→1062→1038→1070→1047→201,11,44
363,806,363→767→526157196→1021→844→478→945→1026→182305713→484682512→893→862→1090→1035→806,14,52
363,600,363→767→526157196→1021→844→478→510→484682512→1026→945→182305709→1038→312782620→312782616→312782612→1114→905→1074→527→600,19,38
363,878,363→767→526157196→1021→84→132→940→672→579→583→675→800→694→328→1101→344→163→148→180→1106→806→873→878,22,40
363,755,363→910→527696977→672→98→484682516→484682512→1026→945→182305709→889→1038→862→1090→1023→990→755,16,87
667,68,667→68,1,1
667,526157192,667→526157192,1,1
667,667,667,0,1
667,962,667→962,1,16
667,440,667→526157192→526157196→440,3,9
667,656,667→962→656,2,12
667,767,667→526157192→767,2,3
667,1021,667→526157192→526157196→1021,3,17
667,488,667→526157192→1125→608→680→488,5,12
667,1101,667→526157192→630→800→1101,4,21
667,672,667→526157192→526157196→608→910→527696977→672,6,30
667,844,667→630→440→488→814→1108→484682512→1085→1021→844,9,19
667,630,667→526157192→630,2,3
667,1022,667→526157192→526157196→440→488→672→1022,6,29
667,412,667→412,1,4
667,943,667→526157192→767→648→943,4,19
667,320,667→526157192→630→440→526157196→526322264→672→484682512→488→699→783→1101→328→996→320,14,26
667,342,667→526157192→526157196→910→84→132→940→672→56→342,9,44
667,448,667→526157192→526157196→608→910→527696977→526322264→1108→814→940→484682512→488→440→630→412→448,15,34
667,996,667→526157192→630→800→1101→328→996,6,26
667,328,667→526157192→630→800→694→328,5,31
630,363,630→1125→526157192→363,3,14
304,526157192,304→363→526157192,2,2
304,1108,304→363→84→910→1054→814→1108,6,26
304,526157196,304→363→526157192→526157196,3,26
304,962,304→363→767→962,3,3
304,579,304→363→767→1021→84→132→940→672→579,8,20
304,656,304→363→767→962→656,4,15
304,211,304→363→1015→211,3,5
304,1022,304→363→767→1021→84→132→940→672→1022,8,16
962,1102,962→767→1021→844→1102,4,12
656,667,656→962→767→526157192→667,4,5
656,1085,656→962→767→1021→1085,4,4
656,996,656→962→328→996,3,27
656,638,656→962→767→1021→1085→484682512→882→844→638,8,32
656,966,656→962→767→1021→1085→484682512→672→579→303→884→966,10,34
656,908,656→962→767→1021→783→831→579→672→908,8,13
656,544,656→962→767→1021→783→831→579→672→551→544,9,31
656,559,656→962→767→1021→1085→484682512→672→998→544→559,9,45
667,1125,667→526157192→1125,2,2
667,363,667→526157192→363,2,6
667,304,667→304,1,8
767,1026,767→1021→919→927→940→484682512→1026,6,17
767,171,767→962→656→935→171,4,27
962,211,962→211,1,4
962,132,962→767→1021→1085→940→132,5,9
211,478,211→1015→767→1021→844→478,5,18
211,648,211→1015→767→648,3,6
211,844,211→1015→767→1021→844,4,7
211,1006,211→1015→767→1021→844→9→312782566→312782562→312782558→312782554→312782550→1006,11,20
211,52,211→1015→919→927→940→484682512→2→662→638→314→952→964→28→139→52,14,73
211,943,211→1015→767→962→943,4,10
211,450,211→1015→767→1021→906→274→774→610→434→965→671→312782550→1006→450,13,27
211,320,211→1015→767→648→943→320,5,11
211,888,211→1015→919→927→940→484682512→2→1102→638→314→335→692→888,12,90
211,20,211→1015→919→927→940→484682512→2→662→638→314→952→964→28→139→52→20,15,78
211,182305693,211→962→767→1021→844→478→1128→625→577→854→450→182305693,11,39
211,981,211→1015→919→1021→844→478→945→182305709→1038→1070→1047→201→981,12,24
962,6,962→767→1021→919→927→940→1108→672→6,8,14
962,919,962→767→1021→919,3,6
962,608,962→767→1021→919→84→910→608,6,31
962,478,962→767→1021→844→478,4,6
962,935,962→656→935,2,16
962,312782566,962→767→1021→844→478→9→312782566,6,12
962,9,962→767→1021→844→478→9,5,10
962,1062,962→767→1021→844→478→9→312782566→312782620→1038→1062,9,14
962,289,962→767→1021→844→945→182305709→889→862→1090→1058→289,10,53
962,312782644,962→767→1021→1085→940→484682516→484682512→893→862→857→977→335→692→139→52→20→888→312782636→312782644,18,83
962,97,962→767→1021→1085→940→1108→484682512→831→783→675→314→857→729→289→234→1127→97,16,96
962,735,962→767→1015→919→84→132→940→1108→662→2→893→849→857→729→977→988→427→836→97→959→735,20,64
962,671,962→943→320→671,3,15
962,159,962→767→1021→919→927→940→484682516→484682512→831→579→672→56→159,12,36
962,625,962→767→1021→844→478→945→625,6,11
962,981,962→767→1021→844→478→945→182305709→1038→1070→1047→201→981,11,41
962,754,962→767→1021→919→84→132→940→484682516→672→56→342→754,11,30
962,959,962→767→1021→919→84→132→940→1108→484682512→893→862→1090→1023→990→755→959,15,56
962,182305705,962→767→1021→844→945→625→182305705,6,13
962,52,962→767→1021→1085→940→484682516→672→579→662→638→314→952→964→28→139→52,15,58
962,1006,962→767→1021→844→478→9→1111→1086→670→1006,9,16
962,312782632,962→767→1021→844→478→9→312782566→1046→257→33→74→613→312782644→312782636→312782632,14,56
962,201,962→767→1021→844→478→510→945→182305709→1038→1070→1047→201,11,35
363,156,363→84→919→1021→844→478→945→1026→484682512→1062→1038→862→156,12,58
304,767,304→363→767,2,2
304,927,304→767→1021→919→927,4,7
304,844,304→363→84→1021→844,4,11
304,943,304→363→767→962→943,4,19
304,484682520,304→363→84→132→940→672→484682520,6,24
304,862,304→363→84→910→608→440→583→783→844→2→1102→889→862,12,52
304,940,304→363→84→132→940,4,4
304,320,304→767→962→943→320,4,10
304,1030,304→767→962→943→320→1030,5,26
304,648,304→767→1021→844→648,4,6
304,1090,304→767→1021→844→478→510→484682512→1062→1038→1070→1047→1035→1090,12,40
304,630,304→363→526157192→630,3,14
304,981,304→767→1021→844→648→943→320→1030→450→182305693→981,10,32
304,873,304→767→1021→844→478→510→484682512→1062→1038→1070→1047→1035→806→873,13,35
304,527,304→767→1021→844→945→1026→484682512→1062→1038→862→1090→252→847→816→251→735→527,16,72
304,959,304→767→1021→844→478→510→484682512→1062→1038→1070→1047→1035→806→873→527→959,15,37
304,450,304→767→648→943→320→1030→450,6,15
304,312782550,304→767→962→943→320→1030→1006→312782550,7,15
304,97,304→767→1021→844→478→510→484682512→1062→1038→1070→1047→1035→806→873→527→959→97,16,69
304,484682524,304→767→1021→844→478→510→484682512→1062→1038→1070→1047→1035→806→873→527→959→755→990→1023→520→598→484682524,21,55
304,670,304→767→962→943→1030→450→1006→670,7,15
304,1127,304→767→1021→844→478→510→484682512→1062→1038→1070→1047→1035→806→873→959→755→1127,16,70
304,836,304→363→84→132→672→908→998→966→952→314→857→1058→988→427→836,14,94
304,1106,304→363→84→1021→844→1102→862→857→1058→1010→1106,10,50
304,540,304→363→526157192→526157196→84→132→940→484682512→831→783→583→314→952→964→28→692→988→427→836→540,19,47
