Parent,ACAd,ACAd,ACAd,ACAd,ACAd,ACAv,ACAv,ACAv,ACAv,ACAv,AId,AId,AId,AId,AId,AIp,AIp,AIp,AIp,AIp,AIv,AIv,AIv,AIv,AIv,AM,AM,AMB,AMB,AOB,AOB,AOB,ATN,ATN,ATN,ATN,ATN,AUDd,AUDd,AUDd,AUDd,AUDd,AUDd,AUDp,AUDp,AUDp,AUDp,AUDp,AUDp,AUDpo,AUDpo,AUDpo,AUDpo,AUDpo,AUDpo,AUDv,AUDv,AUDv,AUDv,AUDv,AUDv,BLA,BLA,BLA,BMA,BMA,CBN,CBN,CBN,CBN,CEA,CEA,CEA,CN,CN,CTXsp,CTXsp,CTXsp,DCN,DCN,DG,DG,DG,DORpm,DORsm,DORsm,ECT,ECT,ECT,ECT,ECT,ENTl,ENTl,ENTl,ENTl,ENTl,ENTm,ENTm,ENTm,ENTm,ENTm,EP,EP,EPI,EPI,FRP,FRP,FRP,FRP,FRP,GENv,GENv,GENv,GU,GU,GU,GU,GU,GU,HIP,HIP,HY,IC,IC,IC,IIIn,IIIn,IIn,IIn,IIn,IIn,ILA,ILA,ILA,ILA,ILA,ILM,ILM,ILM,ILM,ILM,ILM,IPN,IPN,IPN,IPN,IPN,IPN,IPN,IPN,In,In,LAT,LAT,LAT,LAT,LAT,LGd,LGd,LGd,LRN,LRN,LS,LS,LS,LSX,LSX,LZ,LZ,LZ,LZ,LZ,LZ,LZ,LZ,MBO,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBmot,MBsen,MBsen,MBsen,MBsen,MBsen,MBsta,MBsta,MDRN,MDRN,MED,MED,MED,MEZ,MEZ,MEZ,MG,MG,MG,MM,MM,MM,MM,MM,MOp,MOp,MOp,MOp,MOp,MOs,MOs,MOs,MOs,MOs,MSC,MSC,MTN,MTN,MTN,MTN,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-mot,MY-sat,MY-sat,MY-sat,MY-sen,MY-sen,MY-sen,MY-sen,MY-sen,MY-sen,NLOT,NLOT,NLOT,ORBl,ORBl,ORBl,ORBl,ORBl,ORBm,ORBm,ORBm,ORBm,ORBm,ORBvl,ORBvl,ORBvl,ORBvl,ORBvl,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-mot,P-sat,P-sat,P-sat,P-sat,P-sat,P-sat,P-sat,P-sen,PAG,PAG,PAG,PAG,PALc,PALd,PALd,PALm,PALv,PALv,PB,PERI,PERI,PERI,PERI,PERI,PGRN,PGRN,PHY,PHY,PL,PL,PL,PL,PL,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVR,PVZ,PVZ,PVZ,PVZ,RAmb,RAmb,RAmb,RAmb,RHP,RHP,RSPagl,RSPagl,RSPagl,RSPagl,RSPagl,RSPd,RSPd,RSPd,RSPd,RSPd,RSPv,RSPv,RSPv,RSPv,RSPv,SCm,SCm,SCm,SCs,SCs,SCs,SOC,SOC,SOC,SPF,SPF,SSp-bfd,SSp-bfd,SSp-bfd,SSp-bfd,SSp-bfd,SSp-bfd,SSp-ll,SSp-ll,SSp-ll,SSp-ll,SSp-ll,SSp-ll,SSp-m,SSp-m,SSp-m,SSp-m,SSp-m,SSp-m,SSp-n,SSp-n,SSp-n,SSp-n,SSp-n,SSp-n,SSp-tr,SSp-tr,SSp-tr,SSp-tr,SSp-tr,SSp-tr,SSp-ul,SSp-ul,SSp-ul,SSp-ul,SSp-ul,SSp-ul,SSp-un,SSp-un,SSp-un,SSp-un,SSp-un,SSp-un,SSs,SSs,SSs,SSs,SSs,SSs,STRd,STRv,STRv,TEa,TEa,TEa,TEa,TEa,TEa,TM,TM,V4,VENT,VENT,VENT,VIIIn,VIIn,VISC,VISC,VISC,VISC,VISC,VISC,VISa,VISa,VISa,VISa,VISa,VISa,VISal,VISal,VISal,VISal,VISal,VISal,VISam,VISam,VISam,VISam,VISam,VISam,VISl,VISl,VISl,VISl,VISl,VISl,VISli,VISli,VISli,VISli,VISli,VISli,VISp,VISp,VISp,VISp,VISp,VISp,VISpl,VISpl,VISpl,VISpl,VISpl,VISpl,VISpm,VISpm,VISpm,VISpm,VISpm,VISpm,VISpor,VISpor,VISpor,VISpor,VISpor,VISpor,VISrl,VISrl,VISrl,VISrl,VISrl,VISrl,VL,VL,VNC,VNC,VNC,VNC,VP,VP,VP,VP,VS,VS,VS,Vn,Xn,ZI,cVIIIn,cVIIIn,cVIIIn,cVIIIn,cVIIIn,cbf,cbf,cbp,cc,cc,cc,cc,cc,cett,cm,cst,cst,cst,cst,dc,epsc,fa,fiber tracts,fxpo,fxpo,fxs,fxs,fxs,hc,hc,icp,lfbst,lfbst,lfbst,lotg,lotg,mfbc,mfbc,mfbc,mfbse,mfbse,mfbse,mfbsma,mfbsma,mfbsma,mfbsma,mfsbshy,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,root,rust,sAMY,sAMY,sAMY,sV,scp,scp,st,tsp,tsp,tsp
Region,ACAd1,ACAd2/3,ACAd5,ACAd6a,ACAd6b,ACAv1,ACAv2/3,ACAv5,ACAv6a,ACAv6b,AId1,AId2/3,AId5,AId6a,AId6b,AIp1,AIp2/3,AIp5,AIp6a,AIp6b,AIv1,AIv2/3,AIv5,AIv6a,AIv6b,AMd,AMv,AMBd,AMBv,AOBgl,AOBgr,AOBmi,AD,AV,IAD,IAM,LD,AUDd1,AUDd2/3,AUDd4,AUDd5,AUDd6a,AUDd6b,AUDp1,AUDp2/3,AUDp4,AUDp5,AUDp6a,AUDp6b,AUDpo1,AUDpo2/3,AUDpo4,AUDpo5,AUDpo6a,AUDpo6b,AUDv1,AUDv2/3,AUDv4,AUDv5,AUDv6a,AUDv6b,BLAa,BLAp,BLAv,BMAa,BMAp,DN,FN,IP,VeCB,CEAc,CEAl,CEAm,DCO,VCO,CLA,LA,PA,CU,GR,DG-mo,DG-po,DG-sg,RT,PP,SPA,ECT1,ECT2/3,ECT5,ECT6a,ECT6b,ENTl1,ENTl2,ENTl3,ENTl5,ENTl6a,ENTm1,ENTm2,ENTm3,ENTm5,ENTm6,EPd,EPv,LH,MH,FRP1,FRP2/3,FRP5,FRP6a,FRP6b,IGL,IntG,SubG,GU1,GU2/3,GU4,GU5,GU6a,GU6b,FC,IG,ME,ICc,ICd,ICe,mlf,pc,bsc,csc,och,opt,ILA1,ILA2/3,ILA5,ILA6a,ILA6b,CL,CM,PCN,PF,PIL,RH,IPA,IPC,IPDL,IPDM,IPI,IPL,IPR,IPRL,aco,onl,Eth,LP,PO,POL,SGN,LGd-co,LGd-ip,LGd-sh,LRNm,LRNp,LSc,LSr,LSv,SF,SH,LHA,LPO,PST,PSTN,PeF,RCH,STN,TU,LM,AT,CUN,DT,EW,III,IV,LT,MA3,MT,PN,Pa4,RN,RR,SNr,VTA,VTN,MEV,NB,PBG,SAG,SCO,PPN,SNc,MDRNd,MDRNv,IMD,PR,SMT,PH,PMd,PMv,MGd,MGm,MGv,MMd,MMl,MMm,MMme,MMp,MOp1,MOp2/3,MOp5,MOp6a,MOp6b,MOs1,MOs2/3,MOs5,MOs6a,MOs6b,MS,NDB,PT,PVT,RE,Xi,ACVII,DMX,GRN,ICB,IO,IRN,ISN,LIN,MARN,PARN,PAS,VI,VII,XII,x,y,RM,RO,RPA,AP,ECU,NTB,Pa5,SPVC,SPVI,NLOT1,NLOT2,NLOT3,ORBl1,ORBl2/3,ORBl5,ORBl6a,ORBl6b,ORBm1,ORBm2/3,ORBm5,ORBm6a,ORBm6b,ORBvl1,ORBvl2/3,ORBvl5,ORBvl6a,ORBvl6b,Acs5,B,DTN,I5,P5,PC5,PCG,PDTg,PG,PRNc,SG,SUT,TRN,V,LC,LDT,NI,PRNr,RPO,SLC,SLD,PSV,INC,ND,PRC,Su3,BAC,GPe,GPi,TRS,MA,SI,KF,PERI1,PERI2/3,PERI5,PERI6a,PERI6b,PGRNd,PGRNl,NR,PRP,PL1,PL2/3,PL5,PL6a,PL6b,APN,MPT,NOT,NPC,OP,PPT,RPF,ADP,AVP,AVPV,MEPO,MPO,OV,PD,PS,PVp,PVpo,SBPV,SCH,SFO,VLPO,VMPO,ARH,PVa,PVi,SO,CLI,DR,IF,RL,APr,HATA,RSPagl1,RSPagl2/3,RSPagl5,RSPagl6a,RSPagl6b,RSPd1,RSPd2/3,RSPd5,RSPd6a,RSPd6b,RSPv1,RSPv2/3,RSPv5,RSPv6a,RSPv6b,SCdg,SCdw,SCiw,SCop,SCsg,SCzo,POR,SOCl,SOCm,SPFm,SPFp,SSp-bfd1,SSp-bfd2/3,SSp-bfd4,SSp-bfd5,SSp-bfd6a,SSp-bfd6b,SSp-ll1,SSp-ll2/3,SSp-ll4,SSp-ll5,SSp-ll6a,SSp-ll6b,SSp-m1,SSp-m2/3,SSp-m4,SSp-m5,SSp-m6a,SSp-m6b,SSp-n1,SSp-n2/3,SSp-n4,SSp-n5,SSp-n6a,SSp-n6b,SSp-tr1,SSp-tr2/3,SSp-tr4,SSp-tr5,SSp-tr6a,SSp-tr6b,SSp-ul1,SSp-ul2/3,SSp-ul4,SSp-ul5,SSp-ul6a,SSp-ul6b,SSp-un1,SSp-un2/3,SSp-un4,SSp-un5,SSp-un6a,SSp-un6b,SSs1,SSs2/3,SSs4,SSs5,SSs6a,SSs6b,CP,ACB,FS,TEa1,TEa2/3,TEa4,TEa5,TEa6a,TEa6b,TMd,TMv,V4r,PoT,VAL,VM,vVIIIn,gVIIn,VISC1,VISC2/3,VISC4,VISC5,VISC6a,VISC6b,VISa1,VISa2/3,VISa4,VISa5,VISa6a,VISa6b,VISal1,VISal2/3,VISal4,VISal5,VISal6a,VISal6b,VISam1,VISam2/3,VISam4,VISam5,VISam6a,VISam6b,VISl1,VISl2/3,VISl4,VISl5,VISl6a,VISl6b,VISli1,VISli2/3,VISli4,VISli5,VISli6a,VISli6b,VISp1,VISp2/3,VISp4,VISp5,VISp6a,VISp6b,VISpl1,VISpl2/3,VISpl4,VISpl5,VISpl6a,VISpl6b,VISpm1,VISpm2/3,VISpm4,VISpm5,VISpm6a,VISpm6b,VISpor1,VISpor2/3,VISpor4,VISpor5,VISpor6a,VISpor6b,VISrl1,VISrl2/3,VISrl4,VISrl5,VISrl6a,VISrl6b,SEZ,chpl,LAV,MV,SPIV,SUV,VPL,VPLpc,VPM,VPMpc,AQ,V3,c,moV,ts,FF,bic,cic,das,ll,tb,arb,cbc,mcp,ccb,ccg,ccs,ee,fp,ml,von,cpd,int,py,pyd,cuf,nst,ec,scwm,fx,mct,alv,df,fi,dhc,vhc,sctd,ar,em,or,lot,lotd,act,amc,cing,fr,hbc,sm,mp,mtg,mtt,pm,mfb,AHN,ANcr1,ANcr2,AON,ASO,BST,CA1,CA2,CA3,CENT2,CENT3,COAa,COApl,COApm,COPY,CS,"CUL4, 5",DEC,DMH,DP,FL,FOTU,IVn,LGv,LING,MD,MEA,MOB,MPN,MRN,NLL,NOD,NTS,OT,PAA,PAR,PFL,PIR,POST,PPY,PRE,PRM,PVH,PVHd,PYR,ProS,SCig,SIM,SPVO,SUB,SUM,TR,TTd,TTv,UVU,VMH,dscp,sup,vtd,AAA,BA,IA,sptV,sctv,uf,stc,dtd,tspc,tspd
injection_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303975942196719,0.0405388914764962,0.045112761216167,0.0471746404773557,0.0550614320969235,0.1529461328611381,0.0965876741159648,0.1425251948682682,0.1083596206467172,0.0868306051435521,0.0823121181831268,0.0927519274054239,0.0938455517794918,0.1118231396159378,0.0478413320058096,0.0356351999008618,0.0513521569763528,0.0,0.0,0.0,0.1563645102104273,0.0749750349594825,0.0,0.0,0.0470016042317903,0.0440407460557683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1335271833490263,0.0926005003498516,0.231470799577445,0.4311538357954715,0.0968874470250277,0.0,0.0,0.0,0.0,0.1498093739217097,0.0685287659597902,0.2616809093088604,0.0,0.0,0.0557843446010948,0.0802043597444505,0.0370542524072519,0.0,0.0,0.0,0.0,0.0,0.0535545513331374,0.0,0.0743674843906993,0.0,0.0,0.0517069111409008,0.0502126413686356,0.0389257142519571,0.0568238314995541,0.067892869620164,0.1024105067867408,0.1156314850812851,0.0556610304798958,0.0,0.0,0.0,0.0,0.0,0.1683954712821563,0.3298650522839893,0.0796388515706254,0.0301164264057238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622074482157822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834095672425467,0.0,0.0,0.0469779700171977,0.0367398485689062,0.0,0.0611333537954774,0.0485634290708561,0.0427013715533053,0.0,0.0380386998168101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0831773528144558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368787324661752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1640116448673347,0.0829230695091631,0.19211456789716,0.2980677478776073,0.0593043777917432,0.1439942961671643,0.0435674363808889,0.0485330948769639,0.0524962692565274,0.0,0.0,0.0,0.1086296111820032,0.0,0.2229460834429595,0.0,0.0390070879661472,0.1524702579290123,0.0415553466036739,0.2339932588605662,0.0,0.1434563350658449,0.0,0.1839054633776042,0.0,0.0598359423103265,0.0,0.0,0.0,0.0,0.0396388146331119,0.0715860512502146,0.0,0.0,0.1169591658069423,0.0560227292477853,0.0881391116940354,0.0352572719635534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135878492205147,0.0646660535459583,0.0414374709565677,0.0363882037794454,0.049476037807151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360928156265537,0.83215467241437,0.9746064591410992,0.0,0.0,0.0,0.0,0.0,0.0645795185110384,0.0,0.0,0.0,0.0,0.0397311064907138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301601986480386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112007855230983,0.1005958314693279,0.0,0.0369333269390405,0.0,0.5996918492498293,0.2269583153738161,0.0,0.0875386050044203,0.0839735100609563,0.1345867500534535,0.064073392809036,0.0419899885074266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308601651575602,0.0,0.0,0.0,0.0,0.0,0.0,0.0677729772939984,0.0,0.0623446082105877,0.0,0.0,0.0,0.0,0.1110287158655019,0.0719498859974138,0.0847951359067093,0.0571917513582373,0.1444274658084741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315931683603367,0.1235205606098466,0.3783784677497118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714656234856706,0.0,0.0,0.0,0.0464157401674702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414731888959475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032890626559221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031925155698197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561443483698048,0.0,0.046599619433492,0.0,0.0,0.0,0.0,0.0,0.0,0.0966808598892021,0.0678596772733343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309603708097036,0.0460330222051274,0.116263018777176,0.0742908193471405,0.1320713812638931,0.0,0.0387949048080655,0.0833181870177962,0.094491177896084,0.0413100870913927,0.0919374298243656,0.0414351812221649,0.0,0.1421128400702981,0.0,0.0,0.0,0.1980862741788776,0.0,0.0706555954311204,0.0,0.0,0.0,0.0,0.0,0.34325542679354,0.0986820163760772,0.0424542189461321,0.0,0.0,0.0,0.0,0.0,0.0686076689286182,0.0,0.0,0.0321805668349533,0.0,0.0,0.114444153608638,0.1821414447319219,0.1091808355969504,0.0,0.0588548064930981,0.0,0.0,0.0,0.1346642688732678,0.1781092379913713,0.0,0.0,0.1751928865295425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0553134625320276,0.1135175567716005,0.0611803470596662,0.1493288296897577,0.0,0.0352061202971905,0.0,0.0657811323262829,0.0693414658879119,0.9753605545234212,0.1488462397618625,0.2920130744877004,0.0,0.0,0.0,0.4689608139027706,0.1149429598079765,0.0430372400408876,0.0839643850922584
